tail_number,checkTypeCode,scheduleStart,airport,status,scheduleEnd
CSTOI,T1+ET,21/09/2009 11:30,LIS,S,21/09/2009 13:30
CSTOJ,T1+ET,21/09/2009 12:00,LIS,S,21/09/2009 14:00
CSTGV,36+ET,21/09/2009 12:00,LIS,S,21/09/2009 14:00
CSTDI,VT,21/09/2009 12:15,LIS,S,21/09/2009 15:00
FRAJA,T1,21/09/2009 13:00,CDG,S,21/09/2009 15:00
CSTTQ,VT,21/09/2009 13:15,LIS,S,21/09/2009 18:40
CSTOC,T1,21/09/2009 14:30,LIS,S,21/09/2009 21:00
CSTOO,T1+ET,21/09/2009 15:00,LIS,S,21/09/2009 21:00
CSTNL,VT,21/09/2009 15:40,LIS,S,21/09/2009 16:30
CSTOD,PURGAS,21/09/2009 15:45,LIS,S,21/09/2009 17:45
CSTDI,VT,21/09/2009 16:00,LIS,S,22/09/2009 23:59
CSTNM,T1,21/09/2009 17:40,LIS,S,21/09/2009 20:45
CSTOD,T1,21/09/2009 18:00,LIS,S,21/09/2009 20:00
CSTNG,T1,21/09/2009 18:00,LIS,S,22/09/2009 05:00
CSTTL,T2,21/09/2009 19:00,LIS,S,21/09/2009 21:00
CSTOG,T1+ET,21/09/2009 19:00,LIS,S,21/09/2009 21:00
CSTOG,T1+ET,21/09/2009 20:00,LIS,S,21/09/2009 22:00
CSTOO,T1+ET,21/09/2009 20:00,LIS,S,21/09/2009 22:00
CSTTC,T1,21/09/2009 20:05,LIS,S,21/09/2009 21:05
CSTQK,T1,21/09/2009 22:00,LIS,S,21/09/2009 23:30
CSTNK,T2,21/09/2009 22:00,LIS,S,22/09/2009 00:30
CSTTP,T1,21/09/2009 22:00,LIS,S,22/09/2009 02:00
CSTNB,T1,21/09/2009 22:00,LIS,S,22/09/2009 04:00
CSTTA,T1,21/09/2009 23:00,MAD,S,22/09/2009 00:30
CSTTG,T1,21/09/2009 23:00,FAO,S,22/09/2009 00:30
CSTTH,T1,21/09/2009 23:00,BCN,S,22/09/2009 00:30
CSTTI,T1,21/09/2009 23:00,OPO,S,22/09/2009 00:30
CSTTK,T1,21/09/2009 23:00,ORY,S,22/09/2009 00:30
CSTTM,T1,21/09/2009 23:00,HAM,S,22/09/2009 00:30
CSTTQ,T1,21/09/2009 23:00,BRU,S,22/09/2009 00:30
CSTTR,T1,21/09/2009 23:00,CPH,S,22/09/2009 00:30
CSTTS,T1,21/09/2009 23:00,FNC,S,22/09/2009 00:30
CSTMW,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTNA,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTNE,T1,21/09/2009 23:00,GVA,S,22/09/2009 00:30
CSTNI,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTNJ,T1,21/09/2009 23:00,ORY,S,22/09/2009 00:30
CSTNN,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTNP,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTNQ,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTJF,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTJG,T1,21/09/2009 23:00,LIS,S,22/09/2009 00:30
CSTNS,T1,21/09/2009 23:00,LHR,S,22/09/2009 00:30
CSTTD,T1,21/09/2009 23:00,MUC,S,22/09/2009 00:30
CSTTB,T2,21/09/2009 23:00,LIS,S,22/09/2009 02:00
CSTNH,T1,21/09/2009 23:00,LIS,S,22/09/2009 05:00
CSTNL,T1,21/09/2009 23:30,LIS,S,22/09/2009 03:00
CSTTJ,T1,21/09/2009 23:45,FNC,S,22/09/2009 01:15
CSTQD,T1,21/09/2009 23:59,OPO,S,22/09/2009 02:00
CSTKN,36,22/09/2009 00:00,LIS,S,22/09/2009 02:00
CSTTE,A,22/09/2009 00:00,LIS,S,22/09/2009 23:59
CSTTO,C,22/09/2009 00:00,LIS,S,07/10/2009 23:59
CSTKJ,36,22/09/2009 00:15,PDL,S,22/09/2009 03:30
CSTTF,T1,22/09/2009 02:00,LIS,S,22/09/2009 04:00
CSTKK,36,22/09/2009 02:00,FNC,S,22/09/2009 04:30
CSTTP,RIB_5,22/09/2009 02:30,LIS,S,22/09/2009 03:30
CSTKL,36,22/09/2009 02:30,OPO,S,22/09/2009 04:30
CSTOL,T1+ET,22/09/2009 06:15,LIS,S,22/09/2009 08:15
CSTNM,T1,22/09/2009 06:15,LIS,S,22/09/2009 08:15
CSTEJ,T1+ET,22/09/2009 06:15,LIS,S,22/09/2009 15:00
CSTOK,T1+ET,22/09/2009 07:30,OPO,S,22/09/2009 09:00
CSTNE,VT,22/09/2009 07:35,LIS,S,22/09/2009 08:20
CSTOI,T1+ET,22/09/2009 08:00,LIS,S,22/09/2009 14:00
CSTTA,A,22/09/2009 08:20,LIS,S,23/09/2009 07:30
CSTOL,PURGAS,22/09/2009 08:30,LIS,S,22/09/2009 10:30
CSTOE,VT,22/09/2009 09:00,LIS,S,22/09/2009 13:30
CSTKI,T1+ET,22/09/2009 10:00,LIS,S,22/09/2009 15:00
CSTON,T1+ET,22/09/2009 10:30,LIS,S,22/09/2009 12:30
CSTGV,36+ET,22/09/2009 11:00,LIS,S,22/09/2009 13:30
CSTOB,T2,22/09/2009 11:00,LIS,S,22/09/2009 14:00
CSTTP,T1,22/09/2009 11:15,LIS,S,22/09/2009 13:15
CSTOJ,T1+ET,22/09/2009 11:15,LIS,S,22/09/2009 13:15
CSTOP,T1+ET,22/09/2009 12:00,LIS,S,22/09/2009 13:30
CSTOF,T1+ET,22/09/2009 12:00,LIS,S,22/09/2009 14:00
CSTTI,T2,22/09/2009 12:45,LIS,S,22/09/2009 14:45
CSTON,PURGAS,22/09/2009 13:00,LIS,S,22/09/2009 14:00
CSTGU,36+ET,22/09/2009 13:00,TER,S,22/09/2009 15:00
CSTOE,PURGAS,22/09/2009 14:45,LIS,S,22/09/2009 16:45
CSTOD,T1,22/09/2009 15:00,GRU,S,22/09/2009 17:00
CSTOC,T1,22/09/2009 15:00,LIS,S,22/09/2009 20:00
CSTEJ,VT,22/09/2009 15:30,LIS,S,22/09/2009 17:30
CSTGV,36+ET,22/09/2009 16:45,PDL,S,22/09/2009 17:40
CSTOE,T1+ET,22/09/2009 19:00,LIS,S,22/09/2009 21:00
CSTOM,T1+ET,22/09/2009 19:00,LIS,S,22/09/2009 21:00
CSTTD,T1,22/09/2009 20:00,LIS,S,22/09/2009 20:59
CSTLU,T2,22/09/2009 21:00,LIS,S,22/09/2009 23:00
CSTNH,T2,22/09/2009 21:00,LIS,S,23/09/2009 02:15
CSTTQ,T1,22/09/2009 21:00,LIS,S,23/09/2009 04:00
CSTTP,VT,22/09/2009 21:45,LIS,S,23/09/2009 04:00
CSTTF,T2,22/09/2009 22:30,LIS,S,23/09/2009 01:00
CSTTG,T2,22/09/2009 22:30,OPO,S,23/09/2009 01:00
CSTNA,T2,22/09/2009 22:30,OPO,S,23/09/2009 01:00
CSTNB,T2,22/09/2009 22:30,LIS,S,23/09/2009 01:00
CSTNG,T2,22/09/2009 22:30,LIS,S,23/09/2009 01:00
CSTOA,T1,22/09/2009 22:35,LIS,S,22/09/2009 23:10
CSTTJ,T2,22/09/2009 22:45,OPO,S,23/09/2009 01:15
CSTTH,T2,22/09/2009 22:45,LIS,S,23/09/2009 05:00
CSTTB,T1,22/09/2009 23:00,BRU,S,23/09/2009 00:30
CSTNS,T1,22/09/2009 23:00,LIS,S,23/09/2009 00:30
CSTTI,T1,22/09/2009 23:30,BCN,S,23/09/2009 01:00
CSTTM,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTTR,T1,22/09/2009 23:30,ORY,S,23/09/2009 01:00
CSTTS,T1,22/09/2009 23:30,HAM,S,23/09/2009 01:00
CSTMW,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTNE,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTNI,T1,22/09/2009 23:30,FNC,S,23/09/2009 01:00
CSTNJ,T1,22/09/2009 23:30,LHR,S,23/09/2009 01:00
CSTNK,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTNP,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTNR,T1,22/09/2009 23:30,LHR,S,23/09/2009 01:00
CSTJE,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTJF,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTJG,T1,22/09/2009 23:30,LIS,S,23/09/2009 01:00
CSTNQ,T2,22/09/2009 23:30,LIS,S,23/09/2009 02:00
CSTTC,T2,22/09/2009 23:45,FAO,S,23/09/2009 02:15
CSTTK,T2,22/09/2009 23:45,FNC,S,23/09/2009 02:15
CSTNM,T2,22/09/2009 23:45,LIS,S,23/09/2009 02:15
CSTNL,T2,22/09/2009 23:45,LIS,S,23/09/2009 02:15
CSTQD,T2,22/09/2009 23:45,LIS,S,23/09/2009 05:00
CSTTL,T1,22/09/2009 23:59,MAD,S,23/09/2009 02:30
CSTKJ,36,23/09/2009 00:00,LIS,S,23/09/2009 02:00
CSTKK,36,23/09/2009 00:00,LIS,S,23/09/2009 02:00
CSTKL,36,23/09/2009 00:00,PDL,S,23/09/2009 04:00
CSTNN,A,23/09/2009 00:00,LIS,S,23/09/2009 23:59
CSTOG,T1,23/09/2009 05:15,LIS,S,23/09/2009 06:45
CSTOO,PURGAS,23/09/2009 06:00,LIS,S,23/09/2009 07:00
FRAJA,T1,23/09/2009 06:00,DYU,S,23/09/2009 08:30
CSTOD,T2,23/09/2009 06:00,LIS,S,23/09/2009 09:00
CSTOJ,A,23/09/2009 07:00,LIS,S,25/09/2009 08:00
CSTON,T1+ET,23/09/2009 07:15,LIS,S,23/09/2009 09:15
CSTOK,T1+ET,23/09/2009 08:00,OPO,S,23/09/2009 10:00
CSTKN,36,23/09/2009 10:00,LIS,S,23/09/2009 12:00
CSTOL,T1+ET,23/09/2009 11:00,LIS,S,23/09/2009 13:00
CSTOF,T2+ET,23/09/2009 11:00,LIS,S,23/09/2009 15:00
CSTOO,A,23/09/2009 11:00,LIS,S,25/09/2009 20:00
CSTOI,T1+ET,23/09/2009 11:30,LIS,S,23/09/2009 13:30
CSTOG,ETOPS,23/09/2009 13:15,LIS,S,23/09/2009 14:40
CSTOP,PURGAS,23/09/2009 13:45,LIS,S,23/09/2009 15:45
CSTTP,RIB_5,23/09/2009 14:00,LIS,S,23/09/2009 14:40
CSTKM,36,23/09/2009 14:00,LIS,S,23/09/2009 16:00
CSTKM,W,23/09/2009 14:00,LIS,S,23/09/2009 17:00
CSTTD,T2,23/09/2009 14:41,LIS,S,23/09/2009 17:49
CSTOF,PURGAS,23/09/2009 15:05,LIS,S,23/09/2009 16:00
CSTKI,VT,23/09/2009 17:00,LIS,S,23/09/2009 19:00
CSTMW,T1,23/09/2009 17:30,LIS,S,23/09/2009 18:30
CSTOC,T1,23/09/2009 18:00,LIS,S,23/09/2009 20:00
CSTTI,T1,23/09/2009 19:00,LIS,S,23/09/2009 20:30
CSTOP,T1+ET,23/09/2009 19:00,LIS,S,23/09/2009 20:30
CSTOB,T1,23/09/2009 19:15,LIS,S,23/09/2009 21:15
CSTGU,36+ET,23/09/2009 19:30,YYZ,S,23/09/2009 23:00
CSTTM,T2,23/09/2009 20:00,LIS,S,24/09/2009 02:15
CSTTG,T1,23/09/2009 20:00,LIS,S,24/09/2009 03:00
CSTOC,VT,23/09/2009 20:05,LIS,S,23/09/2009 21:05
CSTNI,T1,23/09/2009 20:15,LIS,S,23/09/2009 20:55
CSTGV,36,23/09/2009 21:00,LIS,S,23/09/2009 23:00
CSTOB,VT,23/09/2009 21:30,LIS,S,23/09/2009 22:20
CSTKL,36,23/09/2009 23:00,FNC,S,24/09/2009 01:00
CSTKJ,36,23/09/2009 23:00,LIS,S,24/09/2009 01:00
CSTTA,T1,23/09/2009 23:00,FAO,S,24/09/2009 02:00
CSTTK,T1,23/09/2009 23:30,FNC,S,24/09/2009 01:00
CSTNH,T1,23/09/2009 23:30,AMS,S,24/09/2009 01:00
CSTNL,T1,23/09/2009 23:30,MUC,S,24/09/2009 01:00
CSTNM,T1,23/09/2009 23:30,HAM,S,24/09/2009 01:00
CSTNQ,T1,23/09/2009 23:30,LIS,S,24/09/2009 01:00
CSTQD,T1,23/09/2009 23:30,LIS,S,24/09/2009 01:00
CSTTC,T1,23/09/2009 23:45,BCN,S,24/09/2009 01:15
CSTTB,T1,23/09/2009 23:45,ORY,S,24/09/2009 01:15
CSTTF,T1,23/09/2009 23:45,ZRH,S,24/09/2009 01:15
CSTTH,T1,23/09/2009 23:45,FNC,S,24/09/2009 01:15
CSTTJ,T1,23/09/2009 23:45,ORY,S,24/09/2009 01:15
CSTTL,T1,23/09/2009 23:45,FNC,S,24/09/2009 01:15
CSTTP,T1,23/09/2009 23:45,MAD,S,24/09/2009 01:15
CSTNA,T1,23/09/2009 23:45,LHR,S,24/09/2009 01:15
CSTNB,T1,23/09/2009 23:45,LIS,S,24/09/2009 01:15
CSTNE,T1,23/09/2009 23:45,OPO,S,24/09/2009 01:15
CSTNG,T1,23/09/2009 23:45,FRA,S,24/09/2009 01:15
CSTNJ,T1,23/09/2009 23:45,BRU,S,24/09/2009 01:15
CSTNP,T1,23/09/2009 23:45,WAW,S,24/09/2009 01:15
CSTNR,T1,23/09/2009 23:45,LIS,S,24/09/2009 01:15
CSTNS,T1,23/09/2009 23:45,LIS,S,24/09/2009 01:15
CSTJE,T1,23/09/2009 23:45,LIS,S,24/09/2009 01:15
CSTJG,T1,23/09/2009 23:45,LIS,S,24/09/2009 01:15
CSTTD,T1,23/09/2009 23:45,LIN,S,24/09/2009 01:15
CSTJF,T2,23/09/2009 23:45,LIS,S,24/09/2009 02:15
CSTTQ,T1,23/09/2009 23:45,LIS,S,24/09/2009 04:00
CSTNK,T1,23/09/2009 23:45,LIS,S,24/09/2009 04:00
CSTTR,T1,23/09/2009 23:45,LIS,S,24/09/2009 05:00
CSTTE,T1,23/09/2009 23:59,OPO,S,24/09/2009 02:00
CSTEJ,PURGAS,24/09/2009 00:00,LIS,S,24/09/2009 01:55
CSTTS,A,24/09/2009 00:00,LIS,S,24/09/2009 23:59
CSTKK,A,24/09/2009 00:15,LIS,S,24/09/2009 23:45
CSTKI,PURGAS,24/09/2009 01:00,LIS,S,24/09/2009 03:30
FRAJB,T1,24/09/2009 01:00,RUN,S,24/09/2009 04:00
CSTEJ,T1,24/09/2009 02:00,LIS,S,24/09/2009 04:00
FRAJA,T1,24/09/2009 03:00,CDG,S,24/09/2009 05:00
CSTDI,T1,24/09/2009 03:30,LIS,S,24/09/2009 05:30
CSTKI,T1+ET,24/09/2009 03:45,LIS,S,24/09/2009 04:45
CSTNQ,VT,24/09/2009 04:00,LIS,S,24/09/2009 06:00
CSTKN,W+ET,24/09/2009 04:00,PDL,S,24/09/2009 07:30
CSTQK,T1,24/09/2009 04:45,LIS,S,24/09/2009 07:15
CSTDI,PURGAS,24/09/2009 06:00,LIS,S,24/09/2009 07:00
CSTOK,T2+ET,24/09/2009 06:35,OPO,S,24/09/2009 10:20
CSTOL,T1+ET,24/09/2009 07:00,LIS,S,24/09/2009 09:00
CSTOA,T2,24/09/2009 07:00,LIS,S,24/09/2009 10:00
CSTNM,MESLOT,24/09/2009 08:00,LIS,S,25/09/2009 00:00
CSTOD,T1,24/09/2009 09:00,LIS,S,24/09/2009 11:00
CSTKM,36+ET,24/09/2009 10:00,LIS,S,24/09/2009 12:00
CSTGU,36+ET,24/09/2009 11:15,OPO,S,24/09/2009 14:15
CSTTB,VT,24/09/2009 11:45,OPO,S,24/09/2009 15:15
CSTNJ,T2,24/09/2009 12:00,LIS,S,24/09/2009 14:00
CSTOE,T1+ET,24/09/2009 12:00,LIS,S,24/09/2009 14:00
CSTOG,T1+ET,24/09/2009 12:00,LIS,S,24/09/2009 14:00
CSTOM,T1+ET,24/09/2009 12:00,LIS,S,24/09/2009 14:00
CSTTP,RIB_5,24/09/2009 12:45,LIS,S,24/09/2009 13:35
CSTKN,ETOPS,24/09/2009 14:00,LIS,S,24/09/2009 15:00
CSTON,T2+ET,24/09/2009 14:00,LIS,S,24/09/2009 16:00
CSTNR,T1,24/09/2009 14:30,LIS,S,24/09/2009 16:00
CSTTD,VT,24/09/2009 16:00,LIS,S,24/09/2009 17:30
CSTKI,ETOPS,24/09/2009 16:15,LIS,S,24/09/2009 17:00
CSTOC,T2,24/09/2009 17:00,LIS,S,24/09/2009 19:00
CSTNP,T1,24/09/2009 17:50,LIS,S,24/09/2009 18:45
CSTNS,T2,24/09/2009 18:00,LIS,S,24/09/2009 20:30
CSTOI,T1+ET,24/09/2009 19:00,LIS,S,24/09/2009 21:00
CSTOC,PURGAS,24/09/2009 19:15,LIS,S,24/09/2009 21:00
CSTQD,T1,24/09/2009 20:10,LIS,S,24/09/2009 21:05
CSTJF,VT,24/09/2009 20:10,LIS,S,25/09/2009 10:00
CSTTM,T1,24/09/2009 20:21,LIS,S,24/09/2009 21:08
CSTOI,PURGAS,24/09/2009 21:30,LIS,S,24/09/2009 22:25
CSTTC,T1,24/09/2009 22:00,LIS,S,25/09/2009 01:15
CSTDI,ETOPS,24/09/2009 22:05,LIS,S,24/09/2009 23:10
CSTTA,T1,24/09/2009 23:45,FAO,S,25/09/2009 01:15
CSTTD,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTTF,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTTG,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTTH,T1,24/09/2009 23:45,FNC,S,25/09/2009 01:15
CSTTI,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTTJ,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTTK,T1,24/09/2009 23:45,FNC,S,25/09/2009 01:15
CSTTL,T1,24/09/2009 23:45,FNC,S,25/09/2009 01:15
CSTTP,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTTQ,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTNH,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTNG,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTNB,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTMW,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTNK,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTNL,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTNN,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTNQ,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTJE,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTJG,T1,24/09/2009 23:45,LIS,S,25/09/2009 01:15
CSTKL,36,24/09/2009 23:45,FNC,S,25/09/2009 01:45
CSTKJ,36,24/09/2009 23:45,LIS,S,25/09/2009 01:45
CSTNI,T2,24/09/2009 23:45,LIS,S,25/09/2009 02:15
CSTTR,T2,24/09/2009 23:45,LIS,S,25/09/2009 02:15
CSTNE,T2,24/09/2009 23:45,OPO,S,25/09/2009 02:15
CSTNA,T1,24/09/2009 23:59,LIS,S,25/09/2009 02:00
CSTNM,T1,25/09/2009 00:00,LIS,S,25/09/2009 01:30
CSTQK,T1,25/09/2009 00:00,LIS,S,25/09/2009 01:30
CSTTE,T1,25/09/2009 00:00,OPO,S,25/09/2009 02:00
FRAJB,T2,25/09/2009 00:00,CDG,S,25/09/2009 03:00
CSTEJ,T1,25/09/2009 04:00,LIS,S,25/09/2009 06:00
CSTOF,T1+ET,25/09/2009 05:30,LIS,S,25/09/2009 07:15
CSTOK,T1+ET,25/09/2009 05:40,OPO,S,25/09/2009 07:20
CSTTB,T1,25/09/2009 06:00,OPO,S,25/09/2009 07:30
CSTOP,T2+ET,25/09/2009 06:00,LIS,S,25/09/2009 08:00
CSTOB,VT,25/09/2009 06:05,LIS,S,25/09/2009 20:00
CSTOG,VT,25/09/2009 07:45,LIS,S,25/09/2009 09:15
CSTOF,VT,25/09/2009 08:00,LIS,S,25/09/2009 09:30
CSTOD,T1,25/09/2009 08:00,LIS,S,25/09/2009 10:00
CSTKN,36+ET,25/09/2009 10:00,LIS,S,25/09/2009 12:00
CSTJF,T1,25/09/2009 10:05,LIS,S,25/09/2009 12:00
CSTKM,36+ET,25/09/2009 11:00,LIS,S,25/09/2009 13:00
CSTOM,T2+ET,25/09/2009 11:00,LIS,S,25/09/2009 13:00
CSTOG,T2+ET,25/09/2009 11:00,LIS,S,25/09/2009 13:00
CSTOL,T1+ET,25/09/2009 11:15,LIS,S,25/09/2009 16:00
CSTOE,VT,25/09/2009 12:00,LIS,S,25/09/2009 13:30
CSTGU,W+ET,25/09/2009 12:00,OPO,S,25/09/2009 15:00
CSTGV,W,25/09/2009 13:00,LIS,S,25/09/2009 16:00
CSTOG,PURGAS,25/09/2009 13:15,LIS,S,25/09/2009 15:00
CSTDI,T1,25/09/2009 13:15,LIS,S,25/09/2009 15:15
CSTKI,T1+ET,25/09/2009 14:15,LIS,S,25/09/2009 15:15
CSTTP,RIB_5,25/09/2009 15:26,LIS,S,25/09/2009 16:14
CSTNP,T2,25/09/2009 15:55,LIS,S,25/09/2009 18:45
CSTTF,VT,25/09/2009 18:45,LIS,S,25/09/2009 20:15
CSTOM,PURGAS,25/09/2009 20:00,LIS,S,25/09/2009 21:00
CSTNE,T1,25/09/2009 20:00,OPO,S,25/09/2009 21:30
CSTON,T1+ET,25/09/2009 20:00,LIS,S,25/09/2009 22:00
CSTJE,T1,25/09/2009 21:00,LIS,S,25/09/2009 22:30
CSTTI,T1,25/09/2009 21:00,LIS,S,25/09/2009 23:59
CSTNI,T1,25/09/2009 22:00,LIS,S,25/09/2009 23:59
CSTOM,T1+ET,25/09/2009 22:00,LIS,S,26/09/2009 00:15
CSTOC,T1,25/09/2009 22:00,LIS,S,26/09/2009 00:30
CSTOA,T1,25/09/2009 22:00,LIS,S,26/09/2009 01:00
CSTOL,T1+ET,25/09/2009 22:30,LIS,S,26/09/2009 00:30
CSTTF,T1,25/09/2009 22:45,LIS,S,26/09/2009 00:15
CSTNA,T1,25/09/2009 23:00,LIS,S,26/09/2009 00:30
CSTNN,T1,25/09/2009 23:00,LIS,S,26/09/2009 00:30
CSTTP,T1,25/09/2009 23:00,LIS,S,26/09/2009 00:45
CSTDI,T1+ET,25/09/2009 23:00,LIS,S,26/09/2009 01:00
CSTTD,T1,25/09/2009 23:30,LIS,S,26/09/2009 01:00
CSTTB,T1,25/09/2009 23:30,OPO,S,26/09/2009 01:00
CSTNQ,T1,25/09/2009 23:30,LIS,S,26/09/2009 01:00
CSTNR,T1,25/09/2009 23:30,LIS,S,26/09/2009 01:00
CSTTE,T1,25/09/2009 23:30,OPO,S,26/09/2009 01:15
CSTNG,T1,25/09/2009 23:30,LIS,S,26/09/2009 03:00
CSTTR,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTNJ,T1,25/09/2009 23:45,WAW,S,26/09/2009 01:15
CSTNK,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTTS,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTTM,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTTL,T1,25/09/2009 23:45,FNC,S,26/09/2009 01:15
CSTTK,T1,25/09/2009 23:45,FNC,S,26/09/2009 01:15
CSTTJ,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTTH,T1,25/09/2009 23:45,FNC,S,26/09/2009 01:15
CSTTG,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTTC,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTTA,T1,25/09/2009 23:45,FAO,S,26/09/2009 01:15
CSTNB,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTNH,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTNL,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTNM,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTQD,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTJF,T1,25/09/2009 23:45,LIS,S,26/09/2009 01:15
CSTJG,T2,25/09/2009 23:45,LIS,S,26/09/2009 01:45
CSTKJ,W,25/09/2009 23:45,PDL,S,26/09/2009 02:30
CSTKL,W,25/09/2009 23:45,FNC,S,26/09/2009 03:00
CSTMW,T2,25/09/2009 23:55,LIS,S,26/09/2009 02:25
CSTNS,T1,25/09/2009 23:59,LIS,S,26/09/2009 02:00
CSTQK,T1,26/09/2009 00:15,LIS,S,26/09/2009 01:30
CSTTQ,T1,26/09/2009 00:35,LIS,S,26/09/2009 02:00
CSTOJ,VT,26/09/2009 05:00,LIS,S,26/09/2009 06:30
CSTEJ,T1+ET,26/09/2009 06:00,LIS,S,26/09/2009 08:00
CSTOK,T1+ET,26/09/2009 06:00,OPO,S,26/09/2009 08:25
CSTOE,T2+ET,26/09/2009 07:00,LIS,S,26/09/2009 12:00
CSTOJ,T1+ET,26/09/2009 07:30,LIS,S,26/09/2009 09:00
CSTNR,VT,26/09/2009 07:35,LIS,S,26/09/2009 08:10
CSTKK,36,26/09/2009 07:50,LIS,S,26/09/2009 08:15
CSTTD,VT,26/09/2009 07:50,LIS,S,26/09/2009 08:25
CSTOF,T1+ET,26/09/2009 08:00,LIS,S,26/09/2009 13:45
CSTOK,PURGAS,26/09/2009 08:30,OPO,S,26/09/2009 09:10
CSTOJ,ETOPS,26/09/2009 08:30,LIS,S,26/09/2009 09:30
CSTKN,36+ET,26/09/2009 10:00,LIS,S,26/09/2009 12:00
CSTOI,T1+ET,26/09/2009 10:00,LIS,S,26/09/2009 12:00
CSTOP,T1+ET,26/09/2009 11:00,LIS,S,26/09/2009 13:30
CSTOG,T1+ET,26/09/2009 11:00,LIS,S,26/09/2009 22:00
CSTKI,T1+ET,26/09/2009 11:40,LIS,S,26/09/2009 14:50
CSTOB,PURGAS,26/09/2009 12:00,LIS,S,26/09/2009 13:00
CSTOO,ETOPS,26/09/2009 12:15,LIS,S,26/09/2009 13:15
FRAJA,T2,26/09/2009 12:45,CDG,S,26/09/2009 18:00
CSTOO,VT,26/09/2009 13:30,LIS,S,26/09/2009 15:15
CSTOB,T1,26/09/2009 14:00,LIS,S,26/09/2009 17:00
CSTQK,T1,26/09/2009 15:00,LIS,S,26/09/2009 18:00
CSTKM,36+ET,26/09/2009 15:05,PDL,S,26/09/2009 16:00
CSTNM,VT,26/09/2009 15:40,LIS,S,26/09/2009 17:45
CSTTL,VT,26/09/2009 15:45,LIS,S,26/09/2009 17:15
CSTMW,T1,26/09/2009 16:15,LIS,S,26/09/2009 18:45
CSTTP,RIB_5,26/09/2009 16:55,LIS,S,26/09/2009 17:40
CSTNE,VT,26/09/2009 17:00,LIS,S,26/09/2009 18:30
CSTNG,VT,26/09/2009 17:05,LIS,S,26/09/2009 18:05
CSTNB,VT,26/09/2009 17:15,LIS,S,26/09/2009 18:45
CSTTP,T2,26/09/2009 17:45,LIS,S,26/09/2009 19:10
CSTNQ,VT,26/09/2009 18:00,LIS,S,26/09/2009 19:30
CSTNJ,T1,26/09/2009 18:00,LIS,S,26/09/2009 21:00
CSTGV,36,26/09/2009 18:15,LIS,S,26/09/2009 20:45
CSTTM,T1,26/09/2009 18:30,LIS,S,26/09/2009 21:00
CSTTG,VT,26/09/2009 18:45,LIS,S,26/09/2009 20:15
CSTOC,T1,26/09/2009 18:45,LIS,S,26/09/2009 20:45
CSTNE,T1,26/09/2009 19:00,LIS,S,26/09/2009 21:00
CSTOD,T1,26/09/2009 19:30,LIS,S,26/09/2009 21:30
