Voo,Origem,Destino,Tipo_Aviao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
614,LIS,BRU,319,9/9/2009 14:00,9/9/2009 16:45,15,113,2,104
1633,LIS,FNC,319,9/9/2009 14:15,9/9/2009 16:05,15,113,0,70
440,LIS,ORY,321,9/9/2009 14:20,9/9/2009 16:50,14,178,4,159
944,LIS,GVA,320,9/9/2009 14:20,9/9/2009 16:50,14,143,1,67
1913,LIS,FAO,319,9/9/2009 14:50,9/9/2009 15:35,14,143,0,72
153,LIS,REC,332,9/9/2009 15:00,9/9/2009 22:50,24,239,1,118
718,LIS,MAD,319,9/9/2009 15:00,9/9/2009 16:15,15,113,4,95
386,OPO,LHR,320,9/9/2009 15:05,9/9/2009 17:30,14,143,3,121
343,LGW,LIS,320,9/9/2009 15:20,9/9/2009 18:00,14,143,2,59
439,ORY,LIS,319,9/9/2009 15:25,9/9/2009 17:45,15,113,4,73
1626,FNC,LIS,319,9/9/2009 15:25,9/9/2009 17:00,15,113,9,113
1972,LIS,OPO,320,9/9/2009 15:30,9/9/2009 16:25,14,143,3,65
468,OPO,ORY,319,9/9/2009 15:40,9/9/2009 17:50,0,132,0,122
580,LIS,WAW,320,9/9/2009 15:50,9/9/2009 19:45,14,143,0,117
1580,FNC,OPO,319,9/9/2009 15:50,9/9/2009 17:45,15,113,15,113
1975,OPO,LIS,320,9/9/2009 15:55,9/9/2009 16:50,14,143,3,38
752,LIS,BCN,319,9/9/2009 16:05,9/9/2009 17:55,15,113,3,92
1639,LIS,FNC,319,9/9/2009 16:05,9/9/2009 17:55,15,113,4,78
502,LIS,CPH,319,9/9/2009 16:15,9/9/2009 20:00,15,113,0,52
1912,FAO,LIS,319,9/9/2009 16:15,9/9/2009 17:00,14,143,4,109
720,LIS,MAD,319,9/9/2009 16:40,9/9/2009 17:55,15,113,8,103
428,LIS,CDG,320,9/9/2009 16:45,9/9/2009 19:20,14,143,6,96
1632,FNC,LIS,319,9/9/2009 16:45,9/9/2009 18:20,0,132,0,123
661,AMS,LIS,319,9/9/2009 17:00,9/9/2009 20:00,15,113,2,112
719,MAD,LIS,319,9/9/2009 17:00,9/9/2009 18:15,15,113,9,104
843,FCO,LIS,319,9/9/2009 17:00,9/9/2009 20:00,15,113,4,92
1977,OPO,LIS,320,9/9/2009 17:05,9/9/2009 18:00,14,143,5,42
1827,LIS,TER,320,9/9/2009 17:15,9/9/2009 19:55,14,143,0,123
615,BRU,LIS,319,9/9/2009 17:30,9/9/2009 20:10,15,113,4,88
358,LIS,LHR,319,9/9/2009 17:35,9/9/2009 20:25,15,113,4,99
445,ORY,LIS,321,9/9/2009 17:35,9/9/2009 20:00,14,178,4,132
448,LIS,ORY,320,9/9/2009 17:45,9/9/2009 20:15,14,143,1,97
566,LIS,HAM,320,9/9/2009 17:45,9/9/2009 21:00,14,143,0,88
836,LIS,FCO,320,9/9/2009 17:55,9/9/2009 20:50,14,143,3,138
928,LIS,ZRH,319,9/9/2009 18:00,9/9/2009 20:50,15,113,2,77
552,LIS,MUC,319,9/9/2009 18:05,9/9/2009 21:15,0,132,0,118
578,LIS,FRA,319,9/9/2009 18:10,9/9/2009 21:15,15,113,0,99
662,LIS,AMS,320,9/9/2009 18:20,9/9/2009 21:15,14,143,0,102
458,OPO,ORY,319,9/9/2009 18:30,9/9/2009 20:40,0,132,0,106
455,ORY,OPO,319,9/9/2009 18:35,9/9/2009 20:40,15,113,3,86
721,MAD,LIS,319,9/9/2009 18:40,9/9/2009 19:55,15,113,2,48
741,BCN,LIS,319,9/9/2009 18:40,9/9/2009 20:40,15,113,2,95
618,LIS,BRU,319,9/9/2009 18:45,9/9/2009 21:30,15,113,5,112
594,LIS,DME,320,9/9/2009 18:50,9/10/2009 0:15,14,143,4,91
826,LIS,LIN,319,9/9/2009 18:50,9/9/2009 21:30,15,113,4,85
942,LIS,GVA,320,9/9/2009 18:50,9/9/2009 21:15,14,143,0,51
362,LIS,LHR,320,9/9/2009 18:55,9/9/2009 21:45,14,143,7,112
724,LIS,MAD,319,9/9/2009 19:05,9/9/2009 20:20,15,113,1,60
740,LIS,BCN,319,9/9/2009 19:05,9/9/2009 20:55,15,113,0,77
138,CNF,LIS,332,9/9/2009 20:00,9/10/2009 5:15,24,239,1,217
1684,FNC,LIS,319,9/9/2009 20:00,9/9/2009 21:35,15,113,9,113
172,BSB,LIS,332,9/9/2009 20:05,9/10/2009 5:20,24,244,9,218
196,GRU,LIS,332,9/9/2009 20:10,9/10/2009 5:55,24,239,18,223
180,GIG,LIS,343,9/9/2009 20:20,9/10/2009 5:55,36,232,32,216
156,SSA,LIS,332,9/9/2009 20:25,9/10/2009 4:40,24,239,23,236
1685,LIS,FNC,319,9/9/2009 20:45,9/9/2009 22:35,15,113,1,76
1828,TER,LIS,320,9/9/2009 20:45,9/9/2009 22:59,14,143,1,68
1982,LIS,OPO,319,9/9/2009 20:45,9/9/2009 21:40,15,113,12,113
124,CCS,OPO,332,9/9/2009 20:50,9/10/2009 5:20,24,244,13,188
209,LIS,DKR,321,9/9/2009 21:00,9/10/2009 1:10,14,178,0,72
215,LIS,RAI,319,9/9/2009 21:10,9/10/2009 1:20,15,110,1,44
217,LIS,SID,319,9/9/2009 21:10,9/10/2009 1:15,15,110,1,39
257,LIS,LAD,343,9/9/2009 21:10,9/10/2009 4:50,36,232,31,208
1581,OPO,FNC,319,9/9/2009 21:25,9/9/2009 23:25,15,113,0,99
1917,LIS,FAO,320,9/9/2009 21:25,9/9/2009 22:10,14,143,1,62
1693,LIS,FNC,321,9/9/2009 21:35,9/9/2009 23:25,14,178,1,68
184,GIG,OPO,332,9/9/2009 21:45,9/10/2009 7:50,24,244,17,201
104,EWR,LIS,343,9/9/2009 22:00,9/10/2009 5:15,24,239,10,82
194,GRU,LIS,332,9/10/2009 1:50,9/10/2009 11:35,24,244,24,226
210,DKR,LIS,321,9/10/2009 2:10,9/10/2009 6:05,14,178,2,150
152,REC,LIS,332,9/10/2009 2:50,9/10/2009 10:20,24,239,6,160
835,FCO,LIS,320,9/10/2009 4:20,9/10/2009 7:20,14,143,0,105
667,AMS,LIS,320,9/10/2009 4:25,9/10/2009 7:25,14,143,1,79
751,BCN,LIS,319,9/10/2009 4:35,9/10/2009 6:35,15,113,0,74
829,LIN,LIS,319,9/10/2009 4:35,9/10/2009 7:25,15,113,1,52
429,CDG,LIS,320,9/10/2009 4:55,9/10/2009 7:25,14,143,0,17
459,ORY,OPO,319,9/10/2009 5:00,9/10/2009 7:05,15,113,1,57
1602,FNC,LIS,321,9/10/2009 5:00,9/10/2009 6:35,14,178,0,144
1951,OPO,LIS,320,9/10/2009 5:05,9/10/2009 6:00,14,143,8,111
611,BRU,LIS,319,9/10/2009 5:10,9/10/2009 7:45,15,113,1,72
1900,FAO,LIS,320,9/10/2009 5:15,9/10/2009 6:00,14,143,0,89
441,ORY,LIS,320,9/10/2009 5:20,9/10/2009 7:45,14,143,4,65
464,OPO,ORY,319,9/10/2009 6:05,9/10/2009 8:10,15,113,0,88
711,MAD,LIS,319,9/10/2009 6:05,9/10/2009 7:20,15,113,1,75
1572,FNC,OPO,319,9/10/2009 6:05,9/10/2009 8:00,15,113,0,90
834,LIS,FCO,320,9/10/2009 6:15,9/10/2009 9:10,14,143,3,64
424,LIS,CDG,319,9/10/2009 6:20,9/10/2009 8:55,15,113,3,70
1604,FNC,LIS,319,9/10/2009 6:40,9/10/2009 8:15,15,113,2,113
354,LIS,LHR,320,9/10/2009 6:45,9/10/2009 9:35,14,143,3,101
1953,OPO,LIS,332,9/10/2009 6:45,9/10/2009 7:40,24,244,21,66
432,LIS,ORY,321,9/10/2009 6:55,9/10/2009 9:25,14,178,4,141
668,LIS,AMS,320,9/10/2009 6:55,9/10/2009 9:45,14,143,9,87
920,LIS,ZRH,319,9/10/2009 6:55,9/10/2009 9:40,15,113,2,70
604,LIS,BRU,321,9/10/2009 7:00,9/10/2009 9:40,14,181,4,100
806,LIS,MXP,320,9/10/2009 7:00,9/10/2009 9:35,14,143,9,99
1843,LIS,HOR,320,9/10/2009 7:00,9/10/2009 9:45,14,143,2,115
856,LIS,BLQ,319,9/10/2009 7:05,9/10/2009 9:50,15,113,2,81
1952,LIS,OPO,320,9/10/2009 7:10,9/10/2009 8:05,14,143,9,69
946,LIS,GVA,319,9/10/2009 7:25,9/10/2009 9:50,14,181,2,58
1609,LIS,FNC,319,9/10/2009 7:25,9/10/2009 9:10,15,113,3,90
570,LIS,FRA,320,9/10/2009 7:35,9/10/2009 10:40,14,143,6,121
1821,LIS,TER,320,9/10/2009 7:45,9/10/2009 10:25,14,143,0,129
1573,OPO,FNC,319,9/10/2009 7:50,9/10/2009 9:50,15,113,1,109
500,LIS,ARN,320,9/10/2009 8:05,9/10/2009 12:25,14,143,2,83
746,LIS,BCN,319,9/10/2009 8:05,9/10/2009 9:55,15,113,2,90
530,LIS,PRG,320,9/10/2009 8:10,9/10/2009 11:30,0,132,0,121
712,LIS,MAD,319,9/10/2009 8:10,9/10/2009 9:20,15,113,4,82
1615,LIS,FNC,319,9/10/2009 8:15,9/10/2009 10:05,15,113,1,96
191,LIS,GRU,332,9/10/2009 8:25,9/10/2009 18:40,24,244,21,186
504,LIS,CPH,320,9/10/2009 8:25,9/10/2009 12:10,14,143,3,60
506,LIS,OSL,320,9/10/2009 8:25,9/10/2009 12:25,14,143,1,54
838,LIS,FCO,320,9/10/2009 8:25,9/10/2009 11:20,14,143,9,127
536,LIS,BUD,319,9/10/2009 8:30,9/10/2009 12:10,15,113,4,67
558,LIS,MUC,320,9/10/2009 8:30,9/10/2009 11:40,14,143,7,129
560,LIS,HAM,319,9/10/2009 8:30,9/10/2009 11:50,15,113,1,73
872,LIS,VCE,319,9/10/2009 8:30,9/10/2009 11:30,0,132,0,99
434,LIS,ORY,319,9/10/2009 8:35,9/10/2009 11:05,14,143,3,111
1907,LIS,FAO,321,9/10/2009 8:35,9/10/2009 9:20,14,143,2,135
451,ORY,OPO,319,9/10/2009 8:55,9/10/2009 11:00,15,113,0,62
352,LIS,LHR,319,9/10/2009 9:00,9/10/2009 11:50,15,113,5,107
426,OPO,CDG,320,9/10/2009 9:00,9/10/2009 11:10,14,143,5,104
916,OPO,ZRH,319,9/10/2009 9:00,9/10/2009 11:35,15,113,0,96
425,CDG,LIS,319,9/10/2009 9:40,9/10/2009 12:20,15,113,0,57
837,FCO,LIS,320,9/10/2009 9:55,9/10/2009 12:55,14,143,4,112
1614,FNC,LIS,319,9/10/2009 9:55,9/10/2009 11:30,15,113,10,113
1908,FAO,LIS,321,9/10/2009 10:00,9/10/2009 10:45,14,143,1,110
437,ORY,LIS,321,9/10/2009 10:10,9/10/2009 12:35,14,178,11,90
803,MXP,LIS,320,9/10/2009 10:20,9/10/2009 13:00,14,143,0,95
115,OPO,EWR,332,9/10/2009 10:25,9/10/2009 18:30,24,244,14,243
605,BRU,LIS,321,9/10/2009 10:25,9/10/2009 13:10,14,181,4,128
665,AMS,LIS,320,9/10/2009 10:30,9/10/2009 13:35,14,143,4,112
1574,FNC,OPO,319,9/10/2009 10:30,9/10/2009 12:25,15,113,0,102
103,LIS,EWR,332,9/10/2009 10:35,9/10/2009 19:05,24,239,15,232
857,BLQ,LIS,319,9/10/2009 10:35,9/10/2009 13:35,15,113,5,84
1844,HOR,LIS,320,9/10/2009 10:35,9/10/2009 13:05,14,143,2,121
745,BCN,LIS,319,9/10/2009 10:40,9/10/2009 12:40,15,113,10,91
348,FNC,LGW,319,9/10/2009 10:45,9/10/2009 14:30,15,113,4,99
714,LIS,MAD,319,9/10/2009 10:50,9/10/2009 12:05,15,113,2,97
713,MAD,LIS,319,9/10/2009 11:00,9/10/2009 12:15,15,113,3,97
1822,TER,LIS,320,9/10/2009 11:15,9/10/2009 13:30,14,143,0,126
251,LIS,LAD,343,9/10/2009 11:30,9/10/2009 19:10,36,232,31,217
1963,OPO,LIS,319,9/10/2009 11:40,9/10/2009 12:35,15,113,15,113
435,ORY,LIS,319,9/10/2009 11:50,9/10/2009 14:15,14,143,5,58
427,CDG,OPO,320,9/10/2009 11:55,9/10/2009 14:15,14,143,0,44
839,FCO,LIS,320,9/10/2009 12:05,9/10/2009 15:05,14,143,0,118
438,LIS,ORY,319,9/10/2009 12:15,9/10/2009 14:40,0,132,0,101
873,VCE,LIS,319,9/10/2009 12:15,9/10/2009 15:25,15,113,6,113
715,MAD,LIS,319,9/10/2009 12:50,9/10/2009 14:05,15,113,2,91
1627,LIS,FNC,319,9/10/2009 13:00,9/10/2009 14:45,15,113,4,113
501,ARN,LIS,320,9/10/2009 13:10,9/10/2009 17:35,14,143,0,130
507,OSL,LIS,320,9/10/2009 13:10,9/10/2009 17:20,14,143,6,119
1577,OPO,FNC,319,9/10/2009 13:10,9/10/2009 15:10,15,113,3,94
576,LIS,FRA,319,9/10/2009 13:15,9/10/2009 16:20,15,113,8,110
660,LIS,AMS,319,9/10/2009 13:20,9/10/2009 16:15,15,113,11,113
842,LIS,FCO,319,9/10/2009 13:20,9/10/2009 16:15,0,132,0,132
356,LIS,LHR,321,9/10/2009 13:35,9/10/2009 16:25,14,178,7,141
926,LIS,ZRH,320,9/10/2009 13:40,9/10/2009 16:30,14,143,2,117
804,LIS,MXP,320,9/10/2009 13:50,9/10/2009 16:30,14,143,14,140
1970,LIS,OPO,320,9/10/2009 13:50,9/10/2009 14:45,14,143,14,86
1645,LIS,FNC,320,9/10/2009 13:55,9/10/2009 15:45,14,143,2,82
614,LIS,BRU,321,9/10/2009 14:00,9/10/2009 16:45,14,181,1,124
1633,LIS,FNC,319,9/10/2009 14:15,9/10/2009 16:05,15,113,0,66
440,LIS,ORY,321,9/10/2009 14:20,9/10/2009 16:50,14,178,2,122
484,LIS,NCE,319,9/10/2009 14:20,9/10/2009 16:45,15,113,1,101
944,LIS,GVA,320,9/10/2009 14:20,9/10/2009 16:50,14,143,3,82
141,LIS,CNF,332,9/10/2009 14:40,9/11/2009 0:20,24,239,15,190
1913,LIS,FAO,319,9/10/2009 14:50,9/10/2009 15:35,15,113,3,76
153,LIS,REC,332,9/10/2009 15:00,9/10/2009 22:50,24,239,12,166
718,LIS,MAD,319,9/10/2009 15:00,9/10/2009 16:15,15,113,1,88
386,OPO,LHR,320,9/10/2009 15:05,9/10/2009 17:30,14,143,3,123
121,LIS,CCS,332,9/10/2009 15:10,9/11/2009 0:20,24,244,21,238
349,LGW,FNC,319,9/10/2009 15:20,9/10/2009 19:15,15,113,8,88
439,ORY,LIS,319,9/10/2009 15:25,9/10/2009 17:45,15,113,3,112
1972,LIS,OPO,320,9/10/2009 15:30,9/10/2009 16:25,14,143,4,54
468,OPO,ORY,319,9/10/2009 15:40,9/10/2009 17:50,15,113,15,109
1580,FNC,OPO,319,9/10/2009 15:50,9/10/2009 17:45,15,113,0,108
1825,LIS,TER,320,9/10/2009 15:50,9/10/2009 18:30,14,143,2,55
1975,OPO,LIS,320,9/10/2009 15:55,9/10/2009 16:50,14,143,2,22
752,LIS,BCN,319,9/10/2009 16:05,9/10/2009 17:55,15,113,1,109
1639,LIS,FNC,320,9/10/2009 16:05,9/10/2009 17:55,14,143,6,102
502,LIS,CPH,319,9/10/2009 16:15,9/10/2009 20:00,15,113,5,67
1912,FAO,LIS,319,9/10/2009 16:15,9/10/2009 17:00,15,113,3,106
1646,FNC,LIS,320,9/10/2009 16:25,9/10/2009 18:00,14,143,2,121
1632,FNC,LIS,319,9/10/2009 16:45,9/10/2009 18:20,15,113,4,113
661,AMS,LIS,319,9/10/2009 17:00,9/10/2009 20:00,15,113,11,99
719,MAD,LIS,319,9/10/2009 17:00,9/10/2009 18:15,15,113,11,113
843,FCO,LIS,319,9/10/2009 17:00,9/10/2009 20:00,15,113,4,74
287,LIS,MPM,332,9/10/2009 17:05,9/11/2009 3:50,24,244,21,166
1977,OPO,LIS,320,9/10/2009 17:05,9/10/2009 18:00,14,143,4,78
805,MXP,LIS,320,9/10/2009 17:15,9/10/2009 20:00,14,143,2,135
1827,LIS,TER,319,9/10/2009 17:15,9/10/2009 19:55,15,113,1,74
615,BRU,LIS,321,9/10/2009 17:30,9/10/2009 20:10,14,181,9,159
358,LIS,LHR,320,9/10/2009 17:35,9/10/2009 20:25,14,143,4,115
445,ORY,LIS,321,9/10/2009 17:35,9/10/2009 20:00,14,178,11,154
448,LIS,ORY,319,9/10/2009 17:45,9/10/2009 20:15,15,113,1,87
566,LIS,HAM,319,9/10/2009 17:45,9/10/2009 21:00,15,113,2,87
836,LIS,FCO,320,9/10/2009 17:55,9/10/2009 20:50,14,143,5,134
4205,LIS,OXB,319,9/10/2009 18:00,9/10/2009 22:25,15,110,5,71
552,LIS,MUC,320,9/10/2009 18:05,9/10/2009 21:15,14,143,1,134
578,LIS,FRA,320,9/10/2009 18:10,9/10/2009 21:15,14,143,5,114
458,OPO,ORY,319,9/10/2009 18:30,9/10/2009 20:40,0,132,0,114
455,ORY,OPO,319,9/10/2009 18:35,9/10/2009 20:40,15,113,2,99
1664,FNC,LIS,320,9/10/2009 18:35,9/10/2009 20:10,14,143,5,144
741,BCN,LIS,319,9/10/2009 18:40,9/10/2009 20:40,15,113,13,113
618,LIS,BRU,319,9/10/2009 18:45,9/10/2009 21:30,15,113,4,105
594,LIS,DME,320,9/10/2009 18:50,9/11/2009 0:15,14,143,9,100
826,LIS,LIN,319,9/10/2009 18:50,9/10/2009 21:30,15,113,9,113
942,LIS,GVA,320,9/10/2009 18:50,9/10/2009 21:15,14,143,1,71
362,LIS,LHR,320,9/10/2009 18:55,9/10/2009 21:45,14,143,7,115
724,LIS,MAD,319,9/10/2009 19:05,9/10/2009 20:20,15,113,5,101
740,LIS,BCN,319,9/10/2009 19:05,9/10/2009 20:55,15,113,1,91
1826,TER,LIS,320,9/10/2009 19:20,9/10/2009 21:35,14,143,0,65
1684,FNC,LIS,319,9/10/2009 20:00,9/10/2009 21:35,15,113,6,113
196,GRU,LIS,332,9/10/2009 20:10,9/11/2009 5:55,24,244,24,234
1685,LIS,FNC,319,9/10/2009 20:45,9/10/2009 22:35,15,113,0,92
1828,TER,LIS,319,9/10/2009 20:45,9/10/2009 22:59,15,113,0,29
1982,LIS,OPO,319,9/10/2009 20:45,9/10/2009 21:40,15,113,1,93
215,LIS,RAI,320,9/10/2009 21:10,9/11/2009 1:20,14,143,3,63
217,LIS,SID,319,9/10/2009 21:10,9/11/2009 1:15,15,110,2,77
257,LIS,LAD,343,9/10/2009 21:10,9/11/2009 4:50,36,232,36,205
516,LIS,HEL,319,9/10/2009 21:20,9/11/2009 2:00,15,113,0,60
1581,OPO,FNC,319,9/10/2009 21:25,9/10/2009 23:25,15,113,4,68
1917,LIS,FAO,319,9/10/2009 21:25,9/10/2009 22:10,15,113,3,69
1693,LIS,FNC,321,9/10/2009 21:35,9/10/2009 23:25,14,178,4,75
209,LIS,DKR,320,9/10/2009 21:40,9/11/2009 1:50,0,197,0,139
104,EWR,LIS,332,9/10/2009 22:00,9/11/2009 5:15,24,244,22,141
185,LIS,GIG,343,9/10/2009 22:20,9/11/2009 8:20,36,232,33,208
197,LIS,GRU,332,9/10/2009 22:25,9/11/2009 8:25,24,244,15,171
4173,LIS,BSB,332,9/10/2009 22:30,9/11/2009 8:10,24,239,13,200
4200,OXB,LIS,319,9/10/2009 23:25,9/11/2009 3:40,25,98,0,3
114,EWR,OPO,332,9/11/2009 0:05,9/11/2009 7:15,24,239,18,167
130,CCS,LIS,332,9/11/2009 1:50,9/11/2009 10:05,24,244,16,152
140,CNF,LIS,332,9/11/2009 1:50,9/11/2009 11:05,24,239,18,153
152,REC,LIS,332,9/11/2009 2:50,9/11/2009 10:20,24,239,24,239
210,DKR,LIS,320,9/11/2009 3:00,9/11/2009 6:50,14,178,0,188
835,FCO,LIS,320,9/11/2009 4:20,9/11/2009 7:20,14,143,5,101
751,BCN,LIS,319,9/11/2009 4:35,9/11/2009 6:35,15,113,3,98
829,LIN,LIS,319,9/11/2009 4:35,9/11/2009 7:25,15,113,0,92
459,ORY,OPO,319,9/11/2009 5:00,9/11/2009 7:05,15,113,0,61
1602,FNC,LIS,319,9/11/2009 5:00,9/11/2009 6:35,15,113,7,113
1951,OPO,LIS,320,9/11/2009 5:05,9/11/2009 6:00,14,143,7,132
611,BRU,LIS,319,9/11/2009 5:10,9/11/2009 7:45,0,132,0,124
1900,FAO,LIS,319,9/11/2009 5:15,9/11/2009 6:00,15,113,14,113
441,ORY,LIS,319,9/11/2009 5:20,9/11/2009 7:45,15,113,1,81
287,MPM,JNB,332,9/11/2009 5:30,9/11/2009 6:35,24,244,2,0
464,OPO,ORY,319,9/11/2009 6:05,9/11/2009 8:10,15,113,0,102
711,MAD,LIS,319,9/11/2009 6:05,9/11/2009 7:20,15,113,3,57
748,LIS,BCN,319,9/11/2009 6:05,9/11/2009 7:55,15,113,0,74
1572,FNC,OPO,319,9/11/2009 6:05,9/11/2009 8:00,15,113,3,112
834,LIS,FCO,320,9/11/2009 6:15,9/11/2009 9:10,14,143,1,123
424,LIS,CDG,321,9/11/2009 6:20,9/11/2009 8:55,14,143,1,73
1604,FNC,LIS,321,9/11/2009 6:40,9/11/2009 8:15,14,178,7,174
432,LIS,ORY,320,9/11/2009 6:55,9/11/2009 9:25,14,143,2,88
668,LIS,AMS,319,9/11/2009 6:55,9/11/2009 9:45,15,113,3,96
920,LIS,ZRH,319,9/11/2009 6:55,9/11/2009 9:40,15,113,4,68
1843,LIS,HOR,319,9/11/2009 6:55,9/11/2009 9:45,15,113,2,74
604,LIS,BRU,320,9/11/2009 7:00,9/11/2009 9:40,14,143,0,102
806,LIS,MXP,320,9/11/2009 7:00,9/11/2009 9:35,14,143,5,114
864,LIS,ZAG,319,9/11/2009 7:05,9/11/2009 10:10,15,113,0,61
1861,LIS,PDL,320,9/11/2009 7:05,9/11/2009 9:35,14,181,5,105
1952,LIS,OPO,320,9/11/2009 7:10,9/11/2009 8:05,14,143,8,71
354,LIS,LHR,321,9/11/2009 7:15,9/11/2009 10:05,14,143,8,131
946,LIS,GVA,319,9/11/2009 7:25,9/11/2009 9:50,15,113,2,72
1609,LIS,FNC,319,9/11/2009 7:25,9/11/2009 9:10,15,113,6,113
570,LIS,FRA,319,9/11/2009 7:35,9/11/2009 10:40,15,113,0,102
1823,LIS,TER,320,9/11/2009 7:45,9/11/2009 10:25,14,181,0,115
1573,OPO,FNC,319,9/11/2009 7:50,9/11/2009 9:50,15,113,0,79
287,JNB,LIS,332,9/11/2009 8:05,9/11/2009 18:45,24,244,14,93
500,LIS,ARN,320,9/11/2009 8:05,9/11/2009 12:25,14,143,1,93
746,LIS,BCN,319,9/11/2009 8:05,9/11/2009 9:55,15,113,1,81
530,LIS,PRG,320,9/11/2009 8:10,9/11/2009 11:30,14,143,2,123
712,LIS,MAD,319,9/11/2009 8:10,9/11/2009 9:20,15,113,5,62
518,LIS,HEL,320,9/11/2009 8:15,9/11/2009 12:55,14,143,0,75
1615,LIS,FNC,319,9/11/2009 8:15,9/11/2009 10:05,15,113,7,102
504,LIS,CPH,319,9/11/2009 8:25,9/11/2009 12:10,15,113,5,37
506,LIS,OSL,320,9/11/2009 8:25,9/11/2009 12:25,14,143,5,84
838,LIS,FCO,320,9/11/2009 8:25,9/11/2009 11:20,14,143,13,133
536,LIS,BUD,320,9/11/2009 8:30,9/11/2009 12:10,14,143,0,62
558,LIS,MUC,320,9/11/2009 8:30,9/11/2009 11:40,14,143,9,140
560,LIS,HAM,319,9/11/2009 8:30,9/11/2009 11:50,15,113,0,94
872,LIS,VCE,319,9/11/2009 8:30,9/11/2009 11:30,15,113,8,110
749,BCN,LIS,319,9/11/2009 8:40,9/11/2009 10:40,15,113,6,99
1907,LIS,FAO,319,9/11/2009 8:40,9/11/2009 9:20,15,113,3,108
938,OPO,GVA,320,9/11/2009 8:50,9/11/2009 11:10,14,143,3,95
451,ORY,OPO,319,9/11/2009 8:55,9/11/2009 11:00,15,113,0,69
352,LIS,LHR,321,9/11/2009 9:00,9/11/2009 11:50,14,178,7,137
916,OPO,ZRH,319,9/11/2009 9:00,9/11/2009 11:35,15,113,0,103
181,OPO,GIG,332,9/11/2009 9:15,9/11/2009 19:40,24,239,24,236
425,CDG,LIS,321,9/11/2009 9:40,9/11/2009 12:20,14,143,2,95
837,FCO,LIS,320,9/11/2009 9:55,9/11/2009 12:55,14,143,0,137
1614,FNC,LIS,319,9/11/2009 9:55,9/11/2009 11:30,15,113,8,113
1908,FAO,LIS,319,9/11/2009 10:00,9/11/2009 10:45,15,113,8,112
4191,LIS,GRU,332,9/11/2009 10:00,9/11/2009 20:00,24,244,20,224
437,ORY,LIS,320,9/11/2009 10:10,9/11/2009 12:35,14,143,5,141
582,LIS,WAW,320,9/11/2009 10:15,9/11/2009 14:10,14,143,3,125
605,BRU,LIS,320,9/11/2009 10:25,9/11/2009 13:10,14,143,5,120
1860,PDL,LIS,320,9/11/2009 10:25,9/11/2009 12:30,14,181,0,148
1574,FNC,OPO,319,9/11/2009 10:30,9/11/2009 12:25,15,113,15,113
103,LIS,EWR,332,9/11/2009 10:35,9/11/2009 19:05,24,244,13,201
1844,HOR,LIS,319,9/11/2009 10:35,9/11/2009 13:05,15,113,0,110
745,BCN,LIS,319,9/11/2009 10:40,9/11/2009 12:40,15,113,7,111
348,FNC,LGW,319,9/11/2009 10:45,9/11/2009 14:30,15,113,9,99
714,LIS,MAD,319,9/11/2009 10:50,9/11/2009 12:05,15,113,0,92
713,MAD,LIS,319,9/11/2009 11:00,9/11/2009 12:15,15,113,2,111
1824,TER,LIS,320,9/11/2009 11:15,9/11/2009 13:30,14,181,0,96
251,LIS,LAD,343,9/11/2009 11:30,9/11/2009 19:10,36,232,30,219
1963,OPO,LIS,319,9/11/2009 11:40,9/11/2009 12:35,15,113,11,96
342,LIS,LGW,319,9/11/2009 11:45,9/11/2009 14:30,15,113,0,84
839,FCO,LIS,320,9/11/2009 12:05,9/11/2009 15:05,14,143,3,118
438,LIS,ORY,319,9/11/2009 12:15,9/11/2009 14:40,15,113,15,112
873,VCE,LIS,319,9/11/2009 12:15,9/11/2009 15:25,15,113,5,113
715,MAD,LIS,319,9/11/2009 12:50,9/11/2009 14:05,15,113,4,106
1627,LIS,FNC,319,9/11/2009 13:00,9/11/2009 14:45,15,113,11,113
501,ARN,LIS,320,9/11/2009 13:10,9/11/2009 17:35,14,143,4,100
507,OSL,LIS,320,9/11/2009 13:10,9/11/2009 17:20,14,143,3,124
1577,OPO,FNC,319,9/11/2009 13:10,9/11/2009 15:10,15,113,1,78
576,LIS,FRA,321,9/11/2009 13:15,9/11/2009 16:20,14,181,9,164
660,LIS,AMS,320,9/11/2009 13:20,9/11/2009 16:15,14,143,8,143
686,LIS,LUX,320,9/11/2009 13:20,9/11/2009 16:00,14,143,14,143
842,LIS,FCO,319,9/11/2009 13:20,9/11/2009 16:15,15,113,14,113
742,LIS,BCN,319,9/11/2009 13:30,9/11/2009 15:20,15,113,9,110
356,LIS,LHR,320,9/11/2009 13:35,9/11/2009 16:25,14,143,7,133
926,LIS,ZRH,320,9/11/2009 13:40,9/11/2009 16:30,14,143,1,137
804,LIS,MXP,320,9/11/2009 13:50,9/11/2009 16:30,14,143,5,142
1970,LIS,OPO,320,9/11/2009 13:50,9/11/2009 14:45,14,143,13,109
165,LIS,FOR,332,9/11/2009 14:00,9/11/2009 21:30,24,239,13,215
614,LIS,BRU,319,9/11/2009 14:00,9/11/2009 16:45,15,113,15,113
1633,LIS,FNC,319,9/11/2009 14:15,9/11/2009 16:05,15,113,4,111
440,LIS,ORY,321,9/11/2009 14:20,9/11/2009 16:50,14,178,9,175
