Voo,Origem,Destino,Configuracao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
856,LIS,BLQ,128,9/16/2009 7:05,9/16/2009 9:50,15,113,0,102
1609,LIS,FNC,128,9/16/2009 7:25,9/16/2009 9:10,15,113,1,90
1573,OPO,FNC,128,9/16/2009 7:50,9/16/2009 9:50,15,113,0,110
712,LIS,MAD,128,9/16/2009 8:05,9/16/2009 9:20,15,113,3,63
872,LIS,VCE,128,9/16/2009 8:30,9/16/2009 11:30,15,113,7,79
749,BCN,LIS,128,9/16/2009 8:40,9/16/2009 10:40,15,113,2,95
451,ORY,OPO,128,9/16/2009 8:55,9/16/2009 11:00,15,113,0,51
1614,FNC,LIS,128,9/16/2009 9:55,9/16/2009 11:30,15,113,13,113
1574,FNC,OPO,132,9/16/2009 10:30,9/16/2009 12:25,0,132,0,120
857,BLQ,LIS,128,9/16/2009 10:35,9/16/2009 13:35,15,113,0,104
714,LIS,MAD,128,9/16/2009 10:50,9/16/2009 12:05,15,113,1,86
713,MAD,LIS,128,9/16/2009 11:00,9/16/2009 12:15,15,113,1,101
1963,OPO,LIS,128,9/16/2009 11:40,9/16/2009 12:35,15,113,15,83
438,LIS,ORY,128,9/16/2009 12:15,9/16/2009 14:40,15,113,7,106
873,VCE,LIS,128,9/16/2009 12:15,9/16/2009 15:25,15,113,9,89
715,MAD,LIS,128,9/16/2009 12:50,9/16/2009 14:05,15,113,6,100
1627,LIS,FNC,128,9/16/2009 13:00,9/16/2009 14:45,15,113,1,101
1577,OPO,FNC,128,9/16/2009 13:10,9/16/2009 15:10,15,113,4,78
660,LIS,AMS,128,9/16/2009 13:20,9/16/2009 16:15,15,113,1,106
614,LIS,BRU,128,9/16/2009 14:00,9/16/2009 16:45,15,113,7,108
1633,LIS,FNC,128,9/16/2009 14:15,9/16/2009 16:05,15,113,2,113
1913,LIS,FAO,128,9/16/2009 14:50,9/16/2009 15:35,15,113,2,81
439,ORY,LIS,128,9/16/2009 15:25,9/16/2009 17:45,15,113,3,86
1626,FNC,LIS,128,9/16/2009 15:25,9/16/2009 17:00,15,113,12,113
1972,LIS,OPO,128,9/16/2009 15:30,9/16/2009 16:25,15,113,5,81
1580,FNC,OPO,128,9/16/2009 15:50,9/16/2009 17:45,15,113,6,113
752,LIS,BCN,128,9/16/2009 16:05,9/16/2009 17:55,15,113,8,111
1912,FAO,LIS,128,9/16/2009 16:15,9/16/2009 17:00,15,113,2,109
720,LIS,MAD,128,9/16/2009 16:40,9/16/2009 17:55,15,113,4,79
1632,FNC,LIS,132,9/16/2009 16:45,9/16/2009 18:20,0,132,0,132
661,AMS,LIS,128,9/16/2009 17:00,9/16/2009 20:00,15,113,10,100
1977,OPO,LIS,128,9/16/2009 17:05,9/16/2009 18:00,15,113,11,104
615,BRU,LIS,128,9/16/2009 17:30,9/16/2009 20:10,15,113,9,103
448,LIS,ORY,128,9/16/2009 17:45,9/16/2009 20:15,15,113,5,80
452,OPO,ORY,128,9/16/2009 18:30,9/16/2009 20:40,15,113,0,85
721,MAD,LIS,128,9/16/2009 18:40,9/16/2009 19:55,15,113,5,59
741,BCN,LIS,128,9/16/2009 18:40,9/16/2009 20:40,15,113,9,101
618,LIS,BRU,128,9/16/2009 18:45,9/16/2009 21:30,15,113,4,102
724,LIS,MAD,128,9/16/2009 19:05,9/16/2009 20:20,15,113,2,52
740,LIS,BCN,157,9/16/2009 19:05,9/16/2009 20:55,14,143,3,89
1685,LIS,FNC,132,9/16/2009 20:45,9/16/2009 22:35,0,132,0,113
1982,LIS,OPO,128,9/16/2009 20:45,9/16/2009 21:40,15,113,10,109
205,LIS,OXB,128,9/16/2009 21:00,9/17/2009 1:10,15,113,2,77
1581,OPO,FNC,128,9/16/2009 21:25,9/16/2009 23:25,15,113,0,66
1917,LIS,FAO,128,9/16/2009 21:25,9/16/2009 22:10,15,113,2,76
200,OXB,LIS,128,9/17/2009 2:05,9/17/2009 6:05,15,113,7,63
751,BCN,LIS,157,9/17/2009 4:35,9/17/2009 6:35,14,143,0,38
459,ORY,OPO,128,9/17/2009 5:00,9/17/2009 7:05,15,113,0,64
611,BRU,LIS,128,9/17/2009 5:10,9/17/2009 7:45,15,113,0,79
1900,FAO,LIS,128,9/17/2009 5:15,9/17/2009 6:00,15,113,1,66
441,ORY,LIS,128,9/17/2009 5:20,9/17/2009 7:45,15,113,2,66
464,OPO,ORY,128,9/17/2009 6:05,9/17/2009 8:10,15,113,1,90
711,MAD,LIS,128,9/17/2009 6:05,9/17/2009 7:20,15,113,5,59
1572,FNC,OPO,128,9/17/2009 6:05,9/17/2009 8:00,15,113,0,107
424,LIS,CDG,128,9/17/2009 6:20,9/17/2009 8:55,15,113,9,80
1604,FNC,LIS,128,9/17/2009 6:40,9/17/2009 8:15,15,113,10,113
604,LIS,BRU,128,9/17/2009 7:00,9/17/2009 9:40,15,113,1,69
1573,OPO,FNC,128,9/17/2009 7:50,9/17/2009 9:50,15,113,2,100
712,LIS,MAD,128,9/17/2009 8:05,9/17/2009 9:20,15,113,1,67
746,LIS,BCN,128,9/17/2009 8:05,9/17/2009 9:55,15,113,2,81
1615,LIS,FNC,128,9/17/2009 8:15,9/17/2009 10:05,15,113,0,109
506,LIS,OSL,128,9/17/2009 8:25,9/17/2009 12:25,15,113,2,54
872,LIS,VCE,128,9/17/2009 8:30,9/17/2009 11:30,15,113,0,90
434,LIS,ORY,128,9/17/2009 8:35,9/17/2009 11:05,15,113,9,95
1907,LIS,FAO,128,9/17/2009 8:35,9/17/2009 9:20,15,113,2,64
451,ORY,OPO,128,9/17/2009 8:55,9/17/2009 11:00,15,113,0,65
425,CDG,LIS,128,9/17/2009 9:40,9/17/2009 12:20,15,113,3,65
1908,FAO,LIS,128,9/17/2009 10:00,9/17/2009 10:45,15,113,4,84
605,BRU,LIS,128,9/17/2009 10:25,9/17/2009 13:10,15,113,6,110
1574,FNC,OPO,128,9/17/2009 10:30,9/17/2009 12:25,15,113,1,86
745,BCN,LIS,128,9/17/2009 10:40,9/17/2009 12:40,15,113,3,79
348,FNC,LGW,128,9/17/2009 10:45,9/17/2009 14:30,15,113,9,99
714,LIS,MAD,128,9/17/2009 10:50,9/17/2009 12:05,15,113,0,59
713,MAD,LIS,128,9/17/2009 11:00,9/17/2009 12:15,15,113,4,94
1963,OPO,LIS,128,9/17/2009 11:40,9/17/2009 12:35,15,113,15,107
435,ORY,LIS,128,9/17/2009 11:50,9/17/2009 14:15,15,113,0,55
438,LIS,ORY,128,9/17/2009 12:15,9/17/2009 14:40,15,113,2,66
873,VCE,LIS,128,9/17/2009 12:15,9/17/2009 15:25,15,113,7,75
715,MAD,LIS,128,9/17/2009 12:50,9/17/2009 14:05,15,113,9,95
1627,LIS,FNC,128,9/17/2009 13:00,9/17/2009 14:45,15,113,2,103
507,OSL,LIS,128,9/17/2009 13:10,9/17/2009 17:20,15,113,1,109
1577,OPO,FNC,128,9/17/2009 13:10,9/17/2009 15:10,15,113,3,99
660,LIS,AMS,128,9/17/2009 13:20,9/17/2009 16:15,15,113,1,113
842,LIS,FCO,128,9/17/2009 13:20,9/17/2009 16:15,15,113,3,105
1633,LIS,FNC,128,9/17/2009 14:15,9/17/2009 16:05,15,113,1,64
1913,LIS,FAO,128,9/17/2009 14:50,9/17/2009 15:35,15,113,5,92
718,LIS,MAD,128,9/17/2009 15:00,9/17/2009 16:15,15,113,5,85
349,LGW,FNC,128,9/17/2009 15:20,9/17/2009 19:15,15,113,13,97
439,ORY,LIS,128,9/17/2009 15:25,9/17/2009 17:45,15,113,8,110
1626,FNC,LIS,128,9/17/2009 15:25,9/17/2009 17:00,15,113,4,113
1580,FNC,OPO,128,9/17/2009 15:50,9/17/2009 17:45,15,113,2,104
752,LIS,BCN,128,9/17/2009 16:05,9/17/2009 17:55,15,113,7,108
1912,FAO,LIS,128,9/17/2009 16:15,9/17/2009 17:00,15,113,3,78
720,LIS,MAD,128,9/17/2009 16:40,9/17/2009 17:55,15,113,5,71
1632,FNC,LIS,128,9/17/2009 16:45,9/17/2009 18:20,15,113,8,113
661,AMS,LIS,128,9/17/2009 17:00,9/17/2009 20:00,15,113,5,113
719,MAD,LIS,128,9/17/2009 17:00,9/17/2009 18:15,15,113,13,113
843,FCO,LIS,128,9/17/2009 17:00,9/17/2009 20:00,15,113,7,112
452,OPO,ORY,128,9/17/2009 18:30,9/17/2009 20:40,15,113,2,61
721,MAD,LIS,128,9/17/2009 18:40,9/17/2009 19:55,15,113,10,86
741,BCN,LIS,128,9/17/2009 18:40,9/17/2009 20:40,15,113,3,99
618,LIS,BRU,128,9/17/2009 18:45,9/17/2009 21:30,15,113,1,93
724,LIS,MAD,128,9/17/2009 19:05,9/17/2009 20:20,15,113,4,67
740,LIS,BCN,128,9/17/2009 19:05,9/17/2009 20:55,15,113,2,97
1684,FNC,LIS,128,9/17/2009 20:00,9/17/2009 21:35,15,113,0,97
1685,LIS,FNC,128,9/17/2009 20:45,9/17/2009 22:35,15,113,1,93
1982,LIS,OPO,128,9/17/2009 20:45,9/17/2009 21:40,15,113,1,93
1581,OPO,FNC,128,9/17/2009 21:25,9/17/2009 23:25,15,113,0,88
1917,LIS,FAO,128,9/17/2009 21:25,9/17/2009 22:10,15,113,2,52
209,LIS,DKR,192,9/17/2009 21:40,9/18/2009 1:50,14,178,0,163
210,DKR,LIS,192,9/18/2009 3:00,9/18/2009 6:50,14,178,2,125
751,BCN,LIS,128,9/18/2009 4:35,9/18/2009 6:35,15,113,1,70
459,ORY,OPO,128,9/18/2009 5:00,9/18/2009 7:05,15,113,1,85
1602,FNC,LIS,128,9/18/2009 5:00,9/18/2009 6:35,15,113,7,106
611,BRU,LIS,128,9/18/2009 5:10,9/18/2009 7:45,15,113,2,106
1900,FAO,LIS,128,9/18/2009 5:15,9/18/2009 6:00,15,113,0,108
464,OPO,ORY,128,9/18/2009 6:05,9/18/2009 8:10,15,113,2,68
711,MAD,LIS,128,9/18/2009 6:05,9/18/2009 7:20,15,113,8,43
748,LIS,BCN,128,9/18/2009 6:05,9/18/2009 7:55,15,113,1,73
1572,FNC,OPO,128,9/18/2009 6:05,9/18/2009 8:00,15,113,0,101
1843,LIS,HOR,128,9/18/2009 7:00,9/18/2009 9:45,15,113,0,44
856,LIS,BLQ,128,9/18/2009 7:05,9/18/2009 9:50,15,113,0,66
1609,LIS,FNC,128,9/18/2009 7:25,9/18/2009 9:10,15,113,2,105
1823,LIS,TER,195,9/18/2009 7:45,9/18/2009 10:25,14,181,0,67
1573,OPO,FNC,128,9/18/2009 7:50,9/18/2009 9:50,15,113,0,85
712,LIS,MAD,128,9/18/2009 8:05,9/18/2009 9:20,15,113,5,65
1615,LIS,FNC,128,9/18/2009 8:15,9/18/2009 10:05,15,113,5,106
749,BCN,LIS,128,9/18/2009 8:40,9/18/2009 10:40,15,113,1,97
1907,LIS,FAO,128,9/18/2009 8:40,9/18/2009 9:20,15,113,0,96
451,ORY,OPO,128,9/18/2009 8:55,9/18/2009 11:00,15,113,2,91
1614,FNC,LIS,128,9/18/2009 9:55,9/18/2009 11:30,15,113,14,113
1908,FAO,LIS,128,9/18/2009 10:00,9/18/2009 10:45,15,113,2,83
1574,FNC,OPO,128,9/18/2009 10:30,9/18/2009 12:25,15,113,1,107
857,BLQ,LIS,128,9/18/2009 10:35,9/18/2009 13:35,15,113,3,113
1844,HOR,LIS,128,9/18/2009 10:35,9/18/2009 13:05,15,113,0,106
348,FNC,LGW,128,9/18/2009 10:45,9/18/2009 14:30,15,113,14,102
714,LIS,MAD,128,9/18/2009 10:50,9/18/2009 12:05,15,113,3,71
713,MAD,LIS,128,9/18/2009 11:00,9/18/2009 12:15,15,113,13,113
1824,TER,LIS,195,9/18/2009 11:15,9/18/2009 13:30,14,181,0,62
1963,OPO,LIS,128,9/18/2009 11:40,9/18/2009 12:35,15,113,11,96
438,LIS,ORY,128,9/18/2009 12:15,9/18/2009 14:40,15,113,9,112
715,MAD,LIS,128,9/18/2009 12:50,9/18/2009 14:05,15,113,2,112
1627,LIS,FNC,128,9/18/2009 13:00,9/18/2009 14:45,15,113,4,101
1577,OPO,FNC,128,9/18/2009 13:10,9/18/2009 15:10,15,113,0,94
842,LIS,FCO,128,9/18/2009 13:20,9/18/2009 16:15,15,113,12,113
742,LIS,BCN,128,9/18/2009 13:45,9/18/2009 15:35,15,113,9,108
614,LIS,BRU,128,9/18/2009 14:00,9/18/2009 16:45,15,113,12,112
1633,LIS,FNC,128,9/18/2009 14:15,9/18/2009 16:05,15,113,4,89
1913,LIS,FAO,128,9/18/2009 14:50,9/18/2009 15:35,15,113,12,79
349,LGW,FNC,128,9/18/2009 15:20,9/18/2009 19:15,15,113,2,100
439,ORY,LIS,128,9/18/2009 15:25,9/18/2009 17:50,15,113,15,113
1626,FNC,LIS,128,9/18/2009 15:25,9/18/2009 17:00,15,113,15,113
1580,FNC,OPO,128,9/18/2009 15:50,9/18/2009 17:45,15,113,13,113
752,LIS,BCN,128,9/18/2009 16:05,9/18/2009 17:55,15,113,3,93
1912,FAO,LIS,128,9/18/2009 16:15,9/18/2009 17:00,15,113,2,105
743,BCN,LIS,128,9/18/2009 16:20,9/18/2009 18:20,15,113,10,111
1632,FNC,LIS,128,9/18/2009 16:45,9/18/2009 18:20,15,113,3,112
1755,OPO,PXO,128,9/18/2009 16:45,9/18/2009 18:35,15,113,0,44
843,FCO,LIS,128,9/18/2009 17:00,9/18/2009 20:00,15,113,15,113
1827,LIS,TER,128,9/18/2009 17:15,9/18/2009 19:55,15,113,0,89
615,BRU,LIS,128,9/18/2009 17:30,9/18/2009 20:10,15,113,15,113
448,LIS,ORY,128,9/18/2009 17:45,9/18/2009 20:15,15,113,6,99
452,OPO,ORY,128,9/18/2009 18:30,9/18/2009 20:40,15,113,1,93
741,BCN,LIS,128,9/18/2009 18:40,9/18/2009 20:40,15,113,10,110
724,LIS,MAD,128,9/18/2009 19:05,9/18/2009 20:20,15,113,7,57
740,LIS,BCN,128,9/18/2009 19:05,9/18/2009 20:55,15,113,1,93
1754,PXO,OPO,128,9/18/2009 19:20,9/18/2009 21:05,15,113,0,68
1684,FNC,LIS,128,9/18/2009 20:00,9/18/2009 21:35,15,113,3,110
1739,LIS,PXO,128,9/18/2009 20:20,9/18/2009 22:05,15,113,0,75
1828,TER,LIS,128,9/18/2009 20:45,9/18/2009 22:59,15,113,1,100
1982,LIS,OPO,128,9/18/2009 20:45,9/18/2009 21:40,15,113,7,90
1581,OPO,FNC,128,9/18/2009 21:25,9/18/2009 23:25,15,113,0,95
1917,LIS,FAO,128,9/18/2009 21:25,9/18/2009 22:10,15,113,3,41
209,LIS,DKR,154,9/18/2009 21:40,9/19/2009 1:50,14,140,1,110
1583,OPO,FNC,128,9/18/2009 22:30,9/19/2009 0:30,15,113,0,49
1740,PXO,LIS,128,9/18/2009 22:50,9/19/2009 0:20,15,113,2,64
210,DKR,LIS,154,9/19/2009 3:00,9/19/2009 6:55,14,140,12,99
751,BCN,LIS,128,9/19/2009 4:35,9/19/2009 6:35,15,113,3,97
459,ORY,OPO,128,9/19/2009 5:00,9/19/2009 7:05,15,113,0,93
1948,LIS,OPO,128,9/19/2009 5:10,9/19/2009 6:05,15,113,1,6
1900,FAO,LIS,128,9/19/2009 5:15,9/19/2009 6:00,15,113,0,90
441,ORY,LIS,128,9/19/2009 5:20,9/19/2009 7:45,15,113,1,91
711,MAD,LIS,128,9/19/2009 6:05,9/19/2009 7:20,15,113,0,15
1572,FNC,OPO,128,9/19/2009 6:05,9/19/2009 8:00,15,113,0,79
424,LIS,CDG,128,9/19/2009 6:20,9/19/2009 8:55,15,113,2,56
1604,FNC,LIS,128,9/19/2009 6:40,9/19/2009 8:15,15,113,2,113
1953,OPO,LIS,128,9/19/2009 6:45,9/19/2009 7:40,15,113,5,79
668,LIS,AMS,157,9/19/2009 6:55,9/19/2009 9:45,14,143,6,88
604,LIS,BRU,128,9/19/2009 7:00,9/19/2009 9:40,15,113,5,111
1843,LIS,HOR,128,9/19/2009 7:00,9/19/2009 9:45,15,113,0,56
1609,LIS,FNC,128,9/19/2009 7:25,9/19/2009 9:10,15,113,2,94
1573,OPO,FNC,128,9/19/2009 7:50,9/19/2009 9:50,15,113,1,91
712,LIS,MAD,128,9/19/2009 8:05,9/19/2009 9:20,15,113,1,63
1615,LIS,FNC,128,9/19/2009 8:15,9/19/2009 10:05,15,113,0,105
872,LIS,VCE,128,9/19/2009 8:30,9/19/2009 11:30,15,113,0,112
434,LIS,ORY,128,9/19/2009 8:40,9/19/2009 11:05,15,113,1,99
425,CDG,LIS,128,9/19/2009 9:40,9/19/2009 12:20,15,113,8,98
1614,FNC,LIS,128,9/19/2009 9:55,9/19/2009 11:30,15,113,7,112
605,BRU,LIS,128,9/19/2009 10:25,9/19/2009 13:10,15,113,4,108
665,AMS,LIS,157,9/19/2009 10:30,9/19/2009 13:35,14,143,9,138
1574,FNC,OPO,128,9/19/2009 10:30,9/19/2009 12:25,15,113,0,95
1844,HOR,LIS,128,9/19/2009 10:35,9/19/2009 13:05,15,113,0,93
348,FNC,LGW,128,9/19/2009 10:45,9/19/2009 14:30,15,113,8,100
714,LIS,MAD,128,9/19/2009 10:50,9/19/2009 12:05,15,113,0,64
713,MAD,LIS,128,9/19/2009 11:00,9/19/2009 12:15,15,113,4,96
435,ORY,LIS,128,9/19/2009 11:50,9/19/2009 14:15,15,113,6,113
438,LIS,ORY,128,9/19/2009 12:15,9/19/2009 14:40,15,113,7,102
873,VCE,LIS,128,9/19/2009 12:15,9/19/2009 15:25,15,113,12,112
715,MAD,LIS,128,9/19/2009 12:50,9/19/2009 14:05,15,113,5,113
1627,LIS,FNC,128,9/19/2009 13:00,9/19/2009 14:45,15,113,7,74
1577,OPO,FNC,128,9/19/2009 13:10,9/19/2009 15:10,15,113,2,86
660,LIS,AMS,157,9/19/2009 13:20,9/19/2009 16:15,14,143,11,103
614,LIS,BRU,128,9/19/2009 14:00,9/19/2009 16:45,15,113,9,113
1735,LIS,PXO,128,9/19/2009 14:05,9/19/2009 15:50,15,113,2,68
1633,LIS,FNC,157,9/19/2009 14:15,9/19/2009 16:05,14,143,6,109
1913,LIS,FAO,128,9/19/2009 14:50,9/19/2009 15:35,15,113,1,66
718,LIS,MAD,128,9/19/2009 15:00,9/19/2009 16:15,15,113,6,84
349,LGW,FNC,128,9/19/2009 15:20,9/19/2009 19:15,15,113,13,94
439,ORY,LIS,128,9/19/2009 15:25,9/19/2009 17:50,15,113,5,100
1626,FNC,LIS,128,9/19/2009 15:25,9/19/2009 17:00,15,113,9,113
468,OPO,ORY,132,9/19/2009 15:40,9/19/2009 17:50,0,132,0,118
1580,FNC,OPO,128,9/19/2009 15:50,9/19/2009 17:45,15,113,0,104
1912,FAO,LIS,128,9/19/2009 16:15,9/19/2009 17:00,15,113,7,108
1736,PXO,LIS,128,9/19/2009 16:35,9/19/2009 18:05,15,113,0,98
1632,FNC,LIS,157,9/19/2009 16:45,9/19/2009 18:20,14,143,2,104
661,AMS,LIS,157,9/19/2009 17:00,9/19/2009 20:00,14,143,3,111
719,MAD,LIS,128,9/19/2009 17:00,9/19/2009 18:15,15,113,3,49
615,BRU,LIS,128,9/19/2009 17:30,9/19/2009 20:10,15,113,4,86
662,LIS,AMS,128,9/19/2009 18:20,9/19/2009 21:15,15,113,0,106
452,OPO,ORY,132,9/19/2009 18:30,9/19/2009 20:40,0,132,0,122
457,ORY,OPO,128,9/19/2009 18:35,9/19/2009 20:40,15,113,0,94
618,LIS,BRU,128,9/19/2009 18:45,9/19/2009 21:30,15,113,9,113
1915,LIS,FAO,128,9/19/2009 18:45,9/19/2009 19:30,15,113,3,58
740,LIS,BCN,128,9/19/2009 19:05,9/19/2009 20:55,15,113,1,73
1684,FNC,LIS,128,9/19/2009 20:00,9/19/2009 21:35,15,113,1,91
1916,FAO,LIS,128,9/19/2009 20:10,9/19/2009 20:55,15,113,1,9
1982,LIS,OPO,128,9/19/2009 20:45,9/19/2009 21:40,15,113,0,50
1581,OPO,FNC,157,9/19/2009 21:25,9/19/2009 23:25,14,143,0,100
1917,LIS,FAO,128,9/19/2009 21:25,9/19/2009 22:10,15,113,1,85
1693,LIS,FNC,128,9/19/2009 21:35,9/19/2009 23:25,15,113,12,111
209,LIS,DKR,192,9/19/2009 21:40,9/20/2009 1:50,14,178,0,161
210,DKR,LIS,192,9/20/2009 3:00,9/20/2009 6:55,14,178,4,98
667,AMS,LIS,128,9/20/2009 4:25,9/20/2009 7:25,15,113,0,97
751,BCN,LIS,128,9/20/2009 4:35,9/20/2009 6:35,15,113,0,58
459,ORY,OPO,128,9/20/2009 5:00,9/20/2009 7:05,15,113,2,59
1602,FNC,LIS,157,9/20/2009 5:00,9/20/2009 6:35,14,143,1,113
611,BRU,LIS,128,9/20/2009 5:10,9/20/2009 7:45,15,113,0,71
1900,FAO,LIS,128,9/20/2009 5:15,9/20/2009 6:00,15,113,3,96
464,OPO,ORY,132,9/20/2009 6:05,9/20/2009 8:10,0,132,0,124
1572,FNC,OPO,128,9/20/2009 6:05,9/20/2009 8:00,15,113,0,93
424,LIS,CDG,128,9/20/2009 6:20,9/20/2009 8:55,15,113,2,103
668,LIS,AMS,128,9/20/2009 6:55,9/20/2009 9:45,15,113,9,107
856,LIS,BLQ,128,9/20/2009 7:05,9/20/2009 9:50,15,113,3,109
1609,LIS,FNC,128,9/20/2009 7:25,9/20/2009 9:10,15,113,0,63
1573,OPO,FNC,128,9/20/2009 7:50,9/20/2009 9:50,15,113,0,83
746,LIS,BCN,128,9/20/2009 8:05,9/20/2009 9:55,15,113,4,82
1615,LIS,FNC,128,9/20/2009 8:15,9/20/2009 10:05,15,113,2,103
872,LIS,VCE,128,9/20/2009 8:30,9/20/2009 11:30,15,113,2,104
434,LIS,ORY,128,9/20/2009 8:35,9/20/2009 11:05,15,113,7,100
451,ORY,OPO,128,9/20/2009 8:55,9/20/2009 11:00,15,113,2,77
425,CDG,LIS,128,9/20/2009 9:40,9/20/2009 12:20,15,113,0,63
1614,FNC,LIS,128,9/20/2009 9:55,9/20/2009 11:30,15,113,5,111
665,AMS,LIS,128,9/20/2009 10:30,9/20/2009 13:35,15,113,9,97
1574,FNC,OPO,128,9/20/2009 10:30,9/20/2009 12:25,15,113,4,109
857,BLQ,LIS,128,9/20/2009 10:35,9/20/2009 13:35,15,113,0,112
745,BCN,LIS,128,9/20/2009 10:40,9/20/2009 12:40,15,113,5,97
348,FNC,LGW,128,9/20/2009 10:45,9/20/2009 14:30,15,113,7,104
714,LIS,MAD,128,9/20/2009 10:50,9/20/2009 12:05,15,113,6,112
1963,OPO,LIS,128,9/20/2009 11:40,9/20/2009 12:35,15,113,10,77
435,ORY,LIS,128,9/20/2009 11:50,9/20/2009 14:15,15,113,0,67
873,VCE,LIS,128,9/20/2009 12:15,9/20/2009 15:25,15,113,7,113
715,MAD,LIS,128,9/20/2009 12:50,9/20/2009 14:05,15,113,3,69
1627,LIS,FNC,128,9/20/2009 13:00,9/20/2009 14:45,15,113,3,92
1577,OPO,FNC,128,9/20/2009 13:10,9/20/2009 15:10,15,113,0,101
742,LIS,BCN,128,9/20/2009 13:30,9/20/2009 15:20,15,113,10,109
1970,LIS,OPO,128,9/20/2009 13:50,9/20/2009 14:45,15,113,8,97
1633,LIS,FNC,128,9/20/2009 14:15,9/20/2009 16:05,15,113,2,106
1913,LIS,FAO,128,9/20/2009 14:50,9/20/2009 15:35,15,113,14,111
718,LIS,MAD,128,9/20/2009 15:00,9/20/2009 16:15,15,113,2,111
349,LGW,FNC,128,9/20/2009 15:20,9/20/2009 19:15,15,113,12,88
1972,LIS,OPO,128,9/20/2009 15:30,9/20/2009 16:25,15,113,4,77
468,OPO,ORY,128,9/20/2009 15:40,9/20/2009 17:50,15,113,14,112
1580,FNC,OPO,128,9/20/2009 15:50,9/20/2009 17:45,15,113,2,101
1626,FNC,LIS,128,9/20/2009 15:55,9/20/2009 17:30,15,113,5,111
1975,OPO,LIS,128,9/20/2009 15:55,9/20/2009 16:50,15,113,2,56
743,BCN,LIS,128,9/20/2009 16:05,9/20/2009 18:05,15,113,5,91
752,LIS,BCN,128,9/20/2009 16:05,9/20/2009 17:55,15,113,4,102
1912,FAO,LIS,128,9/20/2009 16:15,9/20/2009 17:00,15,113,2,89
1632,FNC,LIS,128,9/20/2009 16:45,9/20/2009 18:20,15,113,5,113
719,MAD,LIS,128,9/20/2009 17:00,9/20/2009 18:15,15,113,2,37
1977,OPO,LIS,128,9/20/2009 17:05,9/20/2009 18:00,15,113,8,84
1647,LIS,FNC,128,9/20/2009 17:45,9/20/2009 19:35,15,113,15,113
452,OPO,ORY,132,9/20/2009 18:30,9/20/2009 20:40,0,132,0,126
457,ORY,OPO,128,9/20/2009 18:35,9/20/2009 20:40,15,113,4,113
741,BCN,LIS,128,9/20/2009 18:40,9/20/2009 20:40,15,113,6,107
618,LIS,BRU,128,9/20/2009 18:45,9/20/2009 21:30,15,113,8,113
724,LIS,MAD,128,9/20/2009 19:05,9/20/2009 20:20,15,113,4,90
740,LIS,BCN,128,9/20/2009 19:05,9/20/2009 20:55,15,113,4,103
1684,FNC,LIS,128,9/20/2009 20:00,9/20/2009 21:35,15,113,9,113
1646,FNC,LIS,128,9/20/2009 20:15,9/20/2009 21:50,15,113,2,112
1739,LIS,PXO,128,9/20/2009 20:20,9/20/2009 22:05,15,113,2,61
1685,LIS,FNC,128,9/20/2009 20:45,9/20/2009 22:35,15,113,12,113
1982,LIS,OPO,128,9/20/2009 20:45,9/20/2009 21:40,15,113,4,47
205,LIS,OXB,154,9/20/2009 21:00,9/21/2009 1:10,14,140,11,88
1581,OPO,FNC,128,9/20/2009 21:25,9/20/2009 23:25,15,113,0,109
1917,LIS,FAO,128,9/20/2009 21:25,9/20/2009 22:10,15,113,4,61
1583,OPO,FNC,128,9/20/2009 22:30,9/21/2009 0:30,15,113,0,70
1740,PXO,LIS,128,9/20/2009 22:50,9/21/2009 0:20,15,113,0,90
1584,FNC,OPO,128,9/20/2009 23:15,9/21/2009 1:10,15,113,0,77
200,OXB,LIS,154,9/21/2009 2:05,9/21/2009 6:05,14,140,4,88
751,BCN,LIS,128,9/21/2009 4:35,9/21/2009 6:35,15,113,5,75
459,ORY,OPO,128,9/21/2009 5:00,9/21/2009 7:05,15,113,1,65
1602,FNC,LIS,128,9/21/2009 5:00,9/21/2009 6:35,15,113,4,113
611,BRU,LIS,128,9/21/2009 5:10,9/21/2009 7:45,15,113,2,105
1948,LIS,OPO,128,9/21/2009 5:10,9/21/2009 6:05,15,113,0,10
1900,FAO,LIS,128,9/21/2009 5:15,9/21/2009 6:00,15,113,11,110
464,OPO,ORY,128,9/21/2009 6:05,9/21/2009 8:10,15,113,7,107
711,MAD,LIS,128,9/21/2009 6:05,9/21/2009 7:20,15,113,2,65
748,LIS,BCN,128,9/21/2009 6:05,9/21/2009 7:55,15,113,4,92
1572,FNC,OPO,128,9/21/2009 6:05,9/21/2009 8:00,15,113,1,85
834,LIS,FCO,128,9/21/2009 6:15,9/21/2009 9:10,15,113,11,110
1953,OPO,LIS,128,9/21/2009 6:45,9/21/2009 7:40,15,113,8,104
604,LIS,BRU,128,9/21/2009 7:00,9/21/2009 9:40,15,113,15,111
856,LIS,BLQ,128,9/21/2009 7:05,9/21/2009 9:50,15,113,2,102
1609,LIS,FNC,128,9/21/2009 7:20,9/21/2009 9:10,15,113,0,109
1573,OPO,FNC,128,9/21/2009 7:50,9/21/2009 9:50,15,113,1,88
712,LIS,MAD,128,9/21/2009 8:05,9/21/2009 9:20,15,113,4,77
746,LIS,BCN,128,9/21/2009 8:05,9/21/2009 9:55,15,113,1,71
