Voo,Origem,Destino,Configuracao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
1735,LIS,PXO,128,9/5/2009 14:05,9/5/2009 15:50,15,113,0,87
1633,LIS,FNC,128,9/5/2009 14:15,9/5/2009 16:05,15,113,1,98
1913,LIS,FAO,157,9/5/2009 14:50,9/5/2009 15:35,14,143,0,110
718,LIS,MAD,128,9/5/2009 15:00,9/5/2009 16:15,15,113,4,65
349,LGW,FNC,128,9/5/2009 15:20,9/5/2009 19:15,15,113,9,93
1626,FNC,LIS,128,9/5/2009 15:25,9/5/2009 17:00,15,113,10,113
468,OPO,ORY,128,9/5/2009 15:40,9/5/2009 17:50,15,113,15,113
1580,FNC,OPO,128,9/5/2009 15:50,9/5/2009 17:45,15,113,0,91
752,LIS,BCN,128,9/5/2009 16:05,9/5/2009 17:55,15,113,2,95
1912,FAO,LIS,157,9/5/2009 16:15,9/5/2009 17:00,14,143,0,126
1736,PXO,LIS,128,9/5/2009 16:35,9/5/2009 18:05,15,113,8,112
428,LIS,CDG,128,9/5/2009 16:45,9/5/2009 19:20,15,113,0,77
1632,FNC,LIS,132,9/5/2009 16:45,9/5/2009 18:20,0,132,0,132
661,AMS,LIS,128,9/5/2009 17:00,9/5/2009 20:00,15,113,0,87
719,MAD,LIS,128,9/5/2009 17:00,9/5/2009 18:15,15,113,0,52
843,FCO,LIS,128,9/5/2009 17:00,9/5/2009 20:00,15,113,3,95
805,MXP,LIS,128,9/5/2009 17:15,9/5/2009 20:00,15,113,0,98
615,BRU,LIS,128,9/5/2009 17:30,9/5/2009 20:10,15,113,2,96
455,ORY,OPO,128,9/5/2009 18:35,9/5/2009 20:40,15,113,4,84
741,BCN,LIS,128,9/5/2009 18:40,9/5/2009 20:40,15,113,0,61
618,LIS,BRU,128,9/5/2009 18:45,9/5/2009 21:30,15,113,2,71
724,LIS,MAD,128,9/5/2009 19:05,9/5/2009 20:20,15,113,0,32
740,LIS,BCN,128,9/5/2009 19:05,9/5/2009 20:55,15,113,1,82
1684,FNC,LIS,128,9/5/2009 20:00,9/5/2009 21:35,15,113,2,109
1982,LIS,OPO,128,9/5/2009 20:45,9/5/2009 21:40,15,113,0,44
1581,OPO,FNC,128,9/5/2009 21:25,9/5/2009 23:25,15,113,6,100
1917,LIS,FAO,128,9/5/2009 21:25,9/5/2009 22:10,15,113,0,33
1693,LIS,FNC,128,9/5/2009 21:35,9/5/2009 23:25,15,113,0,73
611,BRU,LIS,128,9/6/2009 4:25,9/6/2009 7:05,15,113,1,97
751,BCN,LIS,128,9/6/2009 4:35,9/6/2009 6:35,15,113,3,96
429,CDG,LIS,128,9/6/2009 4:55,9/6/2009 7:25,15,113,4,49
1602,FNC,LIS,132,9/6/2009 5:00,9/6/2009 6:35,0,132,0,113
1948,LIS,OPO,128,9/6/2009 5:10,9/6/2009 6:05,15,113,0,1
1900,FAO,LIS,128,9/6/2009 5:15,9/6/2009 6:00,15,113,0,73
464,OPO,ORY,132,9/6/2009 6:05,9/6/2009 8:10,0,132,0,115
711,MAD,LIS,128,9/6/2009 6:05,9/6/2009 7:20,15,113,0,62
1572,FNC,OPO,128,9/6/2009 6:05,9/6/2009 8:00,15,113,0,103
604,LIS,BRU,128,9/6/2009 6:15,9/6/2009 9:00,15,113,0,78
424,LIS,CDG,128,9/6/2009 6:20,9/6/2009 8:55,15,113,5,99
1953,OPO,LIS,128,9/6/2009 6:45,9/6/2009 7:40,15,113,14,108
668,LIS,AMS,128,9/6/2009 6:55,9/6/2009 9:45,15,113,0,100
856,LIS,BLQ,128,9/6/2009 7:05,9/6/2009 9:50,15,113,1,104
1573,OPO,FNC,128,9/6/2009 7:50,9/6/2009 9:50,15,113,0,107
712,LIS,MAD,128,9/6/2009 8:05,9/6/2009 9:20,15,113,5,66
746,LIS,BCN,128,9/6/2009 8:05,9/6/2009 9:55,15,113,2,112
1615,LIS,FNC,128,9/6/2009 8:15,9/6/2009 10:05,15,113,2,90
434,LIS,ORY,128,9/6/2009 8:35,9/6/2009 11:05,15,113,15,113
451,ORY,OPO,128,9/6/2009 8:55,9/6/2009 11:00,15,113,0,97
425,CDG,LIS,128,9/6/2009 9:40,9/6/2009 12:20,15,113,7,108
605,BRU,LIS,128,9/6/2009 9:45,9/6/2009 12:35,15,113,1,105
1614,FNC,LIS,128,9/6/2009 9:55,9/6/2009 11:30,15,113,3,113
665,AMS,LIS,128,9/6/2009 10:30,9/6/2009 13:35,15,113,0,95
1574,FNC,OPO,128,9/6/2009 10:30,9/6/2009 12:25,15,113,2,105
857,BLQ,LIS,128,9/6/2009 10:35,9/6/2009 13:35,15,113,3,93
745,BCN,LIS,128,9/6/2009 10:40,9/6/2009 12:40,15,113,5,99
348,FNC,LGW,128,9/6/2009 10:45,9/6/2009 14:30,15,113,14,97
714,LIS,MAD,128,9/6/2009 10:50,9/6/2009 12:05,15,113,9,113
713,MAD,LIS,128,9/6/2009 11:00,9/6/2009 12:15,15,113,1,106
1963,OPO,LIS,128,9/6/2009 11:40,9/6/2009 12:35,15,113,15,100
435,ORY,LIS,128,9/6/2009 11:50,9/6/2009 14:15,15,113,4,65
438,LIS,ORY,128,9/6/2009 12:15,9/6/2009 14:40,15,113,12,107
715,MAD,LIS,128,9/6/2009 12:50,9/6/2009 14:05,15,113,1,70
1627,LIS,FNC,195,9/6/2009 13:00,9/6/2009 14:45,14,181,13,181
1577,OPO,FNC,128,9/6/2009 13:10,9/6/2009 15:10,15,113,11,113
842,LIS,FCO,128,9/6/2009 13:20,9/6/2009 16:15,15,113,3,109
742,LIS,BCN,128,9/6/2009 13:30,9/6/2009 15:20,15,113,7,110
614,LIS,BRU,128,9/6/2009 14:00,9/6/2009 16:45,15,113,3,102
1633,LIS,FNC,128,9/6/2009 14:15,9/6/2009 16:05,15,113,12,110
718,LIS,MAD,128,9/6/2009 15:00,9/6/2009 16:15,15,113,7,113
349,LGW,FNC,128,9/6/2009 15:20,9/6/2009 19:15,15,113,5,101
439,ORY,LIS,128,9/6/2009 15:25,9/6/2009 17:45,15,113,7,102
468,OPO,ORY,128,9/6/2009 15:40,9/6/2009 17:50,15,113,13,113
1580,FNC,OPO,128,9/6/2009 15:50,9/6/2009 17:45,15,113,11,113
743,BCN,LIS,128,9/6/2009 16:05,9/6/2009 18:05,15,113,3,95
752,LIS,BCN,128,9/6/2009 16:05,9/6/2009 17:55,15,113,4,94
428,LIS,CDG,128,9/6/2009 16:45,9/6/2009 19:20,15,113,5,105
1632,FNC,LIS,128,9/6/2009 16:45,9/6/2009 18:20,15,113,15,113
719,MAD,LIS,128,9/6/2009 17:00,9/6/2009 18:15,15,113,0,51
843,FCO,LIS,128,9/6/2009 17:00,9/6/2009 20:00,15,113,7,90
615,BRU,LIS,128,9/6/2009 17:30,9/6/2009 20:10,15,113,3,105
458,OPO,ORY,132,9/6/2009 18:30,9/6/2009 20:40,0,132,0,127
455,ORY,OPO,128,9/6/2009 18:35,9/6/2009 20:40,15,113,5,112
741,BCN,LIS,128,9/6/2009 18:40,9/6/2009 20:40,15,113,2,84
618,LIS,BRU,128,9/6/2009 18:45,9/6/2009 21:30,15,113,3,103
724,LIS,MAD,157,9/6/2009 19:05,9/6/2009 20:20,14,143,6,140
740,LIS,BCN,128,9/6/2009 19:05,9/6/2009 20:55,15,113,2,95
1684,FNC,LIS,132,9/6/2009 20:00,9/6/2009 21:35,0,132,0,132
1739,LIS,PXO,128,9/6/2009 20:20,9/6/2009 22:05,15,113,7,86
1685,LIS,FNC,128,9/6/2009 20:45,9/6/2009 22:35,15,113,0,111
1982,LIS,OPO,128,9/6/2009 20:45,9/6/2009 21:40,15,113,1,71
1581,OPO,FNC,128,9/6/2009 21:25,9/6/2009 23:25,15,113,1,103
1917,LIS,FAO,128,9/6/2009 21:25,9/6/2009 22:10,15,113,2,53
1583,OPO,FNC,128,9/6/2009 22:30,9/7/2009 0:30,15,113,0,100
1740,PXO,LIS,128,9/6/2009 22:50,9/7/2009 0:20,15,113,0,109
1584,FNC,OPO,128,9/6/2009 23:15,9/7/2009 1:10,15,113,0,95
611,BRU,LIS,128,9/7/2009 4:25,9/7/2009 7:05,15,113,1,102
751,BCN,LIS,128,9/7/2009 4:35,9/7/2009 6:35,15,113,6,86
429,CDG,LIS,128,9/7/2009 4:55,9/7/2009 7:25,15,113,1,69
459,ORY,OPO,128,9/7/2009 5:00,9/7/2009 7:05,15,113,0,101
1602,FNC,LIS,128,9/7/2009 5:00,9/7/2009 6:35,15,113,15,113
1948,LIS,OPO,128,9/7/2009 5:10,9/7/2009 6:05,15,113,1,13
1900,FAO,LIS,128,9/7/2009 5:15,9/7/2009 6:00,15,113,1,94
464,OPO,ORY,128,9/7/2009 6:05,9/7/2009 8:10,15,113,9,107
711,MAD,LIS,157,9/7/2009 6:05,9/7/2009 7:20,14,143,4,91
1572,FNC,OPO,128,9/7/2009 6:05,9/7/2009 8:00,15,113,0,104
604,LIS,BRU,128,9/7/2009 6:15,9/7/2009 9:00,15,113,4,73
834,LIS,FCO,128,9/7/2009 6:15,9/7/2009 9:10,15,113,6,103
424,LIS,CDG,128,9/7/2009 6:20,9/7/2009 8:55,15,113,4,94
1953,OPO,LIS,128,9/7/2009 6:45,9/7/2009 7:40,15,113,15,113
856,LIS,BLQ,128,9/7/2009 7:05,9/7/2009 9:50,15,113,3,87
1609,LIS,FNC,128,9/7/2009 7:20,9/7/2009 9:10,15,113,4,97
1573,OPO,FNC,128,9/7/2009 7:50,9/7/2009 9:50,15,113,11,113
746,LIS,BCN,128,9/7/2009 8:05,9/7/2009 9:55,15,113,5,104
712,LIS,MAD,128,9/7/2009 8:10,9/7/2009 9:20,15,113,7,91
1615,LIS,FNC,128,9/7/2009 8:15,9/7/2009 10:05,15,113,6,106
872,LIS,VCE,128,9/7/2009 8:30,9/7/2009 11:30,15,113,10,113
451,ORY,OPO,128,9/7/2009 8:55,9/7/2009 11:00,15,113,1,71
425,CDG,LIS,128,9/7/2009 9:40,9/7/2009 12:20,15,113,7,94
605,BRU,LIS,128,9/7/2009 9:45,9/7/2009 12:35,15,113,3,107
837,FCO,LIS,128,9/7/2009 9:55,9/7/2009 12:55,15,113,3,112
1614,FNC,LIS,128,9/7/2009 9:55,9/7/2009 11:30,15,113,15,113
1574,FNC,OPO,128,9/7/2009 10:30,9/7/2009 12:25,15,113,0,94
857,BLQ,LIS,128,9/7/2009 10:35,9/7/2009 13:35,15,113,3,104
745,BCN,LIS,128,9/7/2009 10:40,9/7/2009 12:40,15,113,11,91
348,FNC,LGW,128,9/7/2009 10:45,9/7/2009 14:30,15,113,13,99
714,LIS,MAD,128,9/7/2009 10:50,9/7/2009 12:05,15,113,9,96
713,MAD,LIS,128,9/7/2009 11:00,9/7/2009 12:15,15,113,7,100
1963,OPO,LIS,128,9/7/2009 11:40,9/7/2009 12:35,15,113,15,113
438,LIS,ORY,128,9/7/2009 12:15,9/7/2009 14:40,15,113,13,107
873,VCE,LIS,128,9/7/2009 12:15,9/7/2009 15:25,15,113,12,99
1627,LIS,FNC,128,9/7/2009 13:00,9/7/2009 14:45,15,113,4,88
1577,OPO,FNC,128,9/7/2009 13:10,9/7/2009 15:10,15,113,9,109
842,LIS,FCO,157,9/7/2009 13:20,9/7/2009 16:15,14,143,7,139
742,LIS,BCN,128,9/7/2009 13:30,9/7/2009 15:20,15,113,3,93
614,LIS,BRU,128,9/7/2009 14:00,9/7/2009 16:45,15,113,8,104
1633,LIS,FNC,128,9/7/2009 14:15,9/7/2009 16:05,15,113,8,101
1913,LIS,FAO,128,9/7/2009 14:50,9/7/2009 15:35,15,113,0,92
718,LIS,MAD,128,9/7/2009 15:00,9/7/2009 16:15,15,113,5,109
349,LGW,FNC,128,9/7/2009 15:20,9/7/2009 19:15,15,113,21,90
1626,FNC,LIS,128,9/7/2009 15:25,9/7/2009 17:00,15,113,0,113
468,OPO,ORY,128,9/7/2009 15:40,9/7/2009 17:50,15,113,0,95
1580,FNC,OPO,128,9/7/2009 15:50,9/7/2009 17:45,15,113,0,107
743,BCN,LIS,128,9/7/2009 16:05,9/7/2009 18:05,15,113,4,85
1912,FAO,LIS,128,9/7/2009 16:15,9/7/2009 17:00,15,113,2,99
1632,FNC,LIS,128,9/7/2009 16:45,9/7/2009 18:20,15,113,2,104
719,MAD,LIS,128,9/7/2009 17:00,9/7/2009 18:15,15,113,6,66
843,FCO,LIS,157,9/7/2009 17:00,9/7/2009 20:00,14,143,5,101
615,BRU,LIS,128,9/7/2009 17:30,9/7/2009 20:10,15,113,5,95
448,LIS,ORY,128,9/7/2009 17:45,9/7/2009 20:15,15,113,9,113
458,OPO,ORY,128,9/7/2009 18:30,9/7/2009 20:40,15,113,1,97
455,ORY,OPO,128,9/7/2009 18:35,9/7/2009 20:40,15,113,1,101
618,LIS,BRU,128,9/7/2009 18:45,9/7/2009 21:30,15,113,3,83
724,LIS,MAD,128,9/7/2009 19:05,9/7/2009 20:20,15,113,1,56
740,LIS,BCN,128,9/7/2009 19:05,9/7/2009 20:55,15,113,3,84
1684,FNC,LIS,132,9/7/2009 20:00,9/7/2009 21:35,0,132,0,120
1739,LIS,PXO,128,9/7/2009 20:20,9/7/2009 22:05,15,113,1,100
1982,LIS,OPO,128,9/7/2009 20:45,9/7/2009 21:40,15,113,0,63
1581,OPO,FNC,128,9/7/2009 21:25,9/7/2009 23:25,15,113,1,100
1693,LIS,FNC,128,9/7/2009 21:35,9/7/2009 23:25,15,113,2,105
1740,PXO,LIS,128,9/7/2009 22:50,9/8/2009 0:20,15,113,0,105
611,BRU,LIS,128,9/8/2009 4:25,9/8/2009 7:05,15,113,2,96
751,BCN,LIS,128,9/8/2009 4:35,9/8/2009 6:35,15,113,0,67
429,CDG,LIS,128,9/8/2009 4:55,9/8/2009 7:25,15,113,4,44
459,ORY,OPO,128,9/8/2009 5:00,9/8/2009 7:05,15,113,1,84
441,ORY,LIS,128,9/8/2009 5:20,9/8/2009 7:45,15,113,3,60
464,OPO,ORY,128,9/8/2009 6:05,9/8/2009 8:10,15,113,13,112
711,MAD,LIS,128,9/8/2009 6:05,9/8/2009 7:20,15,113,8,87
748,LIS,BCN,128,9/8/2009 6:05,9/8/2009 7:55,15,113,2,67
1572,FNC,OPO,128,9/8/2009 6:05,9/8/2009 8:00,15,113,0,98
604,LIS,BRU,157,9/8/2009 6:15,9/8/2009 9:00,14,143,2,61
424,LIS,CDG,128,9/8/2009 6:20,9/8/2009 8:55,15,113,6,105
1604,FNC,LIS,128,9/8/2009 6:40,9/8/2009 8:15,15,113,14,113
1609,LIS,FNC,132,9/8/2009 7:25,9/8/2009 9:10,0,132,0,119
1573,OPO,FNC,128,9/8/2009 7:50,9/8/2009 9:50,15,113,5,102
712,LIS,MAD,128,9/8/2009 8:05,9/8/2009 9:20,15,113,4,70
746,LIS,BCN,128,9/8/2009 8:05,9/8/2009 9:55,15,113,1,86
434,LIS,ORY,128,9/8/2009 8:35,9/8/2009 11:05,15,113,15,113
749,BCN,LIS,128,9/8/2009 8:40,9/8/2009 10:40,15,113,2,83
451,ORY,OPO,128,9/8/2009 8:55,9/8/2009 11:00,15,113,0,66
608,LIS,BRU,128,9/8/2009 9:00,9/8/2009 11:45,15,113,3,77
425,CDG,LIS,128,9/8/2009 9:40,9/8/2009 12:20,15,113,1,57
605,BRU,LIS,157,9/8/2009 9:45,9/8/2009 12:35,14,143,1,104
1614,FNC,LIS,128,9/8/2009 9:55,9/8/2009 11:30,15,113,9,113
1574,FNC,OPO,128,9/8/2009 10:30,9/8/2009 12:25,15,113,1,94
714,LIS,MAD,128,9/8/2009 10:50,9/8/2009 12:05,15,113,13,112
713,MAD,LIS,128,9/8/2009 11:00,9/8/2009 12:15,15,113,2,79
1963,OPO,LIS,128,9/8/2009 11:40,9/8/2009 12:35,15,113,10,91
435,ORY,LIS,128,9/8/2009 11:50,9/8/2009 14:15,15,113,0,40
438,LIS,ORY,128,9/8/2009 12:15,9/8/2009 14:40,15,113,3,109
609,BRU,LIS,128,9/8/2009 12:30,9/8/2009 15:20,15,113,0,92
715,MAD,LIS,128,9/8/2009 12:50,9/8/2009 14:05,15,113,7,77
1627,LIS,FNC,128,9/8/2009 13:00,9/8/2009 14:45,15,113,0,70
1577,OPO,FNC,128,9/8/2009 13:10,9/8/2009 15:10,15,113,2,99
842,LIS,FCO,128,9/8/2009 13:20,9/8/2009 16:15,15,113,5,113
614,LIS,BRU,128,9/8/2009 14:00,9/8/2009 16:45,15,113,2,89
1633,LIS,FNC,128,9/8/2009 14:15,9/8/2009 16:05,15,113,0,73
1913,LIS,FAO,128,9/8/2009 14:50,9/8/2009 15:35,15,113,2,82
718,LIS,MAD,128,9/8/2009 15:00,9/8/2009 16:15,15,113,3,98
439,ORY,LIS,128,9/8/2009 15:25,9/8/2009 17:50,15,113,5,74
1580,FNC,OPO,128,9/8/2009 15:50,9/8/2009 17:45,15,113,0,97
1639,LIS,FNC,128,9/8/2009 16:05,9/8/2009 17:55,15,113,4,67
1912,FAO,LIS,128,9/8/2009 16:15,9/8/2009 17:00,15,113,5,113
428,LIS,CDG,128,9/8/2009 16:45,9/8/2009 19:20,15,113,4,82
1632,FNC,LIS,132,9/8/2009 16:45,9/8/2009 18:20,0,132,0,111
719,MAD,LIS,128,9/8/2009 17:00,9/8/2009 18:15,15,113,11,81
843,FCO,LIS,128,9/8/2009 17:00,9/8/2009 20:00,15,113,4,92
1827,LIS,TER,128,9/8/2009 17:15,9/8/2009 19:55,15,113,0,110
615,BRU,LIS,128,9/8/2009 17:30,9/8/2009 20:10,15,113,3,110
458,OPO,ORY,132,9/8/2009 18:30,9/8/2009 20:40,0,132,0,118
1664,FNC,LIS,128,9/8/2009 18:35,9/8/2009 20:10,15,113,10,113
618,LIS,BRU,128,9/8/2009 18:45,9/8/2009 21:30,15,113,1,80
826,LIS,LIN,128,9/8/2009 18:50,9/8/2009 21:30,15,113,1,95
724,LIS,MAD,128,9/8/2009 19:05,9/8/2009 20:20,15,113,7,75
740,LIS,BCN,128,9/8/2009 19:05,9/8/2009 20:55,15,113,2,86
1685,LIS,FNC,128,9/8/2009 20:45,9/8/2009 22:35,15,113,2,100
1828,TER,LIS,128,9/8/2009 20:45,9/8/2009 22:59,15,113,0,25
1982,LIS,OPO,128,9/8/2009 20:45,9/8/2009 21:40,15,113,0,51
1581,OPO,FNC,132,9/8/2009 21:25,9/8/2009 23:25,0,132,0,115
1917,LIS,FAO,128,9/8/2009 21:25,9/8/2009 22:10,15,113,4,43
611,BRU,LIS,128,9/9/2009 4:25,9/9/2009 7:05,15,113,2,86
751,BCN,LIS,128,9/9/2009 4:35,9/9/2009 6:35,15,113,3,66
829,LIN,LIS,128,9/9/2009 4:35,9/9/2009 7:25,15,113,1,60
459,ORY,OPO,128,9/9/2009 5:00,9/9/2009 7:05,15,113,1,49
1948,LIS,OPO,128,9/9/2009 5:10,9/9/2009 6:05,15,113,0,1
1900,FAO,LIS,128,9/9/2009 5:15,9/9/2009 6:00,15,113,0,104
464,OPO,ORY,132,9/9/2009 6:05,9/9/2009 8:10,0,132,0,107
711,MAD,LIS,128,9/9/2009 6:05,9/9/2009 7:20,15,113,4,55
1572,FNC,OPO,128,9/9/2009 6:05,9/9/2009 8:00,15,113,0,96
604,LIS,BRU,128,9/9/2009 6:15,9/9/2009 9:00,15,113,3,69
1953,OPO,LIS,128,9/9/2009 6:45,9/9/2009 7:40,15,113,15,113
856,LIS,BLQ,128,9/9/2009 7:05,9/9/2009 9:50,15,113,1,106
1609,LIS,FNC,128,9/9/2009 7:25,9/9/2009 9:10,15,113,3,89
1573,OPO,FNC,128,9/9/2009 7:50,9/9/2009 9:50,15,113,0,93
500,LIS,ARN,128,9/9/2009 8:05,9/9/2009 12:25,15,113,0,87
712,LIS,MAD,128,9/9/2009 8:05,9/9/2009 9:20,15,113,5,83
746,LIS,BCN,128,9/9/2009 8:05,9/9/2009 9:55,15,113,2,96
1615,LIS,FNC,128,9/9/2009 8:15,9/9/2009 10:05,15,113,1,86
872,LIS,VCE,128,9/9/2009 8:30,9/9/2009 11:30,15,113,0,97
434,LIS,ORY,157,9/9/2009 8:35,9/9/2009 11:05,14,143,5,126
451,ORY,OPO,128,9/9/2009 8:55,9/9/2009 11:00,15,113,0,53
605,BRU,LIS,132,9/9/2009 9:45,9/9/2009 12:35,0,132,0,119
1614,FNC,LIS,128,9/9/2009 9:55,9/9/2009 11:30,15,113,13,113
1574,FNC,OPO,128,9/9/2009 10:30,9/9/2009 12:25,15,113,0,97
857,BLQ,LIS,128,9/9/2009 10:35,9/9/2009 13:35,15,113,0,105
348,FNC,LGW,128,9/9/2009 10:45,9/9/2009 14:30,15,113,10,108
713,MAD,LIS,128,9/9/2009 11:00,9/9/2009 12:15,15,113,1,87
1963,OPO,LIS,128,9/9/2009 11:40,9/9/2009 12:35,15,113,13,113
435,ORY,LIS,157,9/9/2009 11:50,9/9/2009 14:15,14,143,5,45
438,LIS,ORY,128,9/9/2009 12:15,9/9/2009 14:40,15,113,1,89
873,VCE,LIS,128,9/9/2009 12:15,9/9/2009 15:25,15,113,0,109
1627,LIS,FNC,128,9/9/2009 13:00,9/9/2009 14:45,15,113,1,65
501,ARN,LIS,128,9/9/2009 13:10,9/9/2009 17:35,15,113,3,109
1577,OPO,FNC,128,9/9/2009 13:10,9/9/2009 15:10,15,113,0,105
660,LIS,AMS,128,9/9/2009 13:20,9/9/2009 16:15,15,113,5,104
842,LIS,FCO,128,9/9/2009 13:20,9/9/2009 16:15,15,113,6,113
614,LIS,BRU,128,9/9/2009 14:00,9/9/2009 16:45,15,113,2,104
1633,LIS,FNC,128,9/9/2009 14:15,9/9/2009 16:05,15,113,0,70
1913,LIS,FAO,157,9/9/2009 14:50,9/9/2009 15:35,14,143,0,72
718,LIS,MAD,128,9/9/2009 15:00,9/9/2009 16:15,15,113,4,95
439,ORY,LIS,128,9/9/2009 15:25,9/9/2009 17:45,15,113,4,73
1626,FNC,LIS,128,9/9/2009 15:25,9/9/2009 17:00,15,113,9,113
468,OPO,ORY,132,9/9/2009 15:40,9/9/2009 17:50,0,132,0,122
1580,FNC,OPO,128,9/9/2009 15:50,9/9/2009 17:45,15,113,15,113
752,LIS,BCN,128,9/9/2009 16:05,9/9/2009 17:55,15,113,3,92
1639,LIS,FNC,128,9/9/2009 16:05,9/9/2009 17:55,15,113,4,78
1912,FAO,LIS,157,9/9/2009 16:15,9/9/2009 17:00,14,143,4,109
720,LIS,MAD,128,9/9/2009 16:40,9/9/2009 17:55,15,113,8,103
1632,FNC,LIS,132,9/9/2009 16:45,9/9/2009 18:20,0,132,0,123
661,AMS,LIS,128,9/9/2009 17:00,9/9/2009 20:00,15,113,2,112
719,MAD,LIS,128,9/9/2009 17:00,9/9/2009 18:15,15,113,9,104
843,FCO,LIS,128,9/9/2009 17:00,9/9/2009 20:00,15,113,4,92
615,BRU,LIS,128,9/9/2009 17:30,9/9/2009 20:10,15,113,4,88
458,OPO,ORY,132,9/9/2009 18:30,9/9/2009 20:40,0,132,0,106
455,ORY,OPO,128,9/9/2009 18:35,9/9/2009 20:40,15,113,3,86
721,MAD,LIS,128,9/9/2009 18:40,9/9/2009 19:55,15,113,2,48
741,BCN,LIS,128,9/9/2009 18:40,9/9/2009 20:40,15,113,2,95
618,LIS,BRU,128,9/9/2009 18:45,9/9/2009 21:30,15,113,5,112
826,LIS,LIN,128,9/9/2009 18:50,9/9/2009 21:30,15,113,4,85
724,LIS,MAD,128,9/9/2009 19:05,9/9/2009 20:20,15,113,1,60
740,LIS,BCN,128,9/9/2009 19:05,9/9/2009 20:55,15,113,0,77
1684,FNC,LIS,128,9/9/2009 20:00,9/9/2009 21:35,15,113,9,113
1685,LIS,FNC,128,9/9/2009 20:45,9/9/2009 22:35,15,113,1,76
1982,LIS,OPO,128,9/9/2009 20:45,9/9/2009 21:40,15,113,12,113
1581,OPO,FNC,128,9/9/2009 21:25,9/9/2009 23:25,15,113,0,99
751,BCN,LIS,128,9/10/2009 4:35,9/10/2009 6:35,15,113,0,74
829,LIN,LIS,128,9/10/2009 4:35,9/10/2009 7:25,15,113,1,52
459,ORY,OPO,128,9/10/2009 5:00,9/10/2009 7:05,15,113,1,57
611,BRU,LIS,128,9/10/2009 5:10,9/10/2009 7:45,15,113,1,72
464,OPO,ORY,128,9/10/2009 6:05,9/10/2009 8:10,15,113,0,88
711,MAD,LIS,128,9/10/2009 6:05,9/10/2009 7:20,15,113,1,75
1572,FNC,OPO,128,9/10/2009 6:05,9/10/2009 8:00,15,113,0,90
424,LIS,CDG,128,9/10/2009 6:20,9/10/2009 8:55,15,113,3,70
1604,FNC,LIS,128,9/10/2009 6:40,9/10/2009 8:15,15,113,2,113
856,LIS,BLQ,128,9/10/2009 7:05,9/10/2009 9:50,15,113,2,81
1609,LIS,FNC,128,9/10/2009 7:25,9/10/2009 9:10,15,113,3,90
1573,OPO,FNC,128,9/10/2009 7:50,9/10/2009 9:50,15,113,1,109
746,LIS,BCN,128,9/10/2009 8:05,9/10/2009 9:55,15,113,2,90
712,LIS,MAD,128,9/10/2009 8:10,9/10/2009 9:20,15,113,4,82
1615,LIS,FNC,128,9/10/2009 8:15,9/10/2009 10:05,15,113,1,96
872,LIS,VCE,132,9/10/2009 8:30,9/10/2009 11:30,0,132,0,99
434,LIS,ORY,157,9/10/2009 8:35,9/10/2009 11:05,14,143,3,111
451,ORY,OPO,128,9/10/2009 8:55,9/10/2009 11:00,15,113,0,62
425,CDG,LIS,128,9/10/2009 9:40,9/10/2009 12:20,15,113,0,57
1614,FNC,LIS,128,9/10/2009 9:55,9/10/2009 11:30,15,113,10,113
1574,FNC,OPO,128,9/10/2009 10:30,9/10/2009 12:25,15,113,0,102
857,BLQ,LIS,128,9/10/2009 10:35,9/10/2009 13:35,15,113,5,84
745,BCN,LIS,128,9/10/2009 10:40,9/10/2009 12:40,15,113,10,91
348,FNC,LGW,128,9/10/2009 10:45,9/10/2009 14:30,15,113,4,99
714,LIS,MAD,128,9/10/2009 10:50,9/10/2009 12:05,15,113,2,97
713,MAD,LIS,128,9/10/2009 11:00,9/10/2009 12:15,15,113,3,97
1963,OPO,LIS,128,9/10/2009 11:40,9/10/2009 12:35,15,113,15,113
435,ORY,LIS,157,9/10/2009 11:50,9/10/2009 14:15,14,143,5,58
438,LIS,ORY,132,9/10/2009 12:15,9/10/2009 14:40,0,132,0,101
873,VCE,LIS,128,9/10/2009 12:15,9/10/2009 15:25,15,113,6,113
715,MAD,LIS,128,9/10/2009 12:50,9/10/2009 14:05,15,113,2,91
1627,LIS,FNC,128,9/10/2009 13:00,9/10/2009 14:45,15,113,4,113
1577,OPO,FNC,128,9/10/2009 13:10,9/10/2009 15:10,15,113,3,94
660,LIS,AMS,128,9/10/2009 13:20,9/10/2009 16:15,15,113,11,113
842,LIS,FCO,132,9/10/2009 13:20,9/10/2009 16:15,0,132,0,132
1633,LIS,FNC,128,9/10/2009 14:15,9/10/2009 16:05,15,113,0,66
1913,LIS,FAO,128,9/10/2009 14:50,9/10/2009 15:35,15,113,3,76
718,LIS,MAD,128,9/10/2009 15:00,9/10/2009 16:15,15,113,1,88
349,LGW,FNC,128,9/10/2009 15:20,9/10/2009 19:15,15,113,8,88
439,ORY,LIS,128,9/10/2009 15:25,9/10/2009 17:45,15,113,3,112
468,OPO,ORY,128,9/10/2009 15:40,9/10/2009 17:50,15,113,15,109
1580,FNC,OPO,128,9/10/2009 15:50,9/10/2009 17:45,15,113,0,108
752,LIS,BCN,128,9/10/2009 16:05,9/10/2009 17:55,15,113,1,109
1912,FAO,LIS,128,9/10/2009 16:15,9/10/2009 17:00,15,113,3,106
